"Credit_Limit","Attrition_Flag"
3002,Existing Customer
4162,Existing Customer
2705,Attrited Customer
3742,Existing Customer
1671,Existing Customer
3282,Existing Customer
1529,Existing Customer
2509,Existing Customer
4916,Existing Customer
2291,Existing Customer
1528,Existing Customer
5945,Existing Customer
1438,Existing Customer
3086,Existing Customer
2598,Existing Customer
5559,Existing Customer
7562,Existing Customer
4662,Existing Customer
2904,Existing Customer
2343,Existing Customer
2780,Existing Customer
2234,Attrited Customer
1649,Attrited Customer
1728,Attrited Customer
8482,Existing Customer
3770,Attrited Customer
1593,Existing Customer
10486,Existing Customer
2168,Attrited Customer
13679,Existing Customer
2143,Existing Customer
4945,Existing Customer
1921,Existing Customer
3001,Existing Customer
2132,Existing Customer
1663,Attrited Customer
2652,Existing Customer
5037,Existing Customer
2061,Existing Customer
1507,Existing Customer
3073,Existing Customer
1754,Existing Customer
4209,Existing Customer
2449,Existing Customer
4618,Attrited Customer
1654,Existing Customer
1544,Existing Customer
3618,Existing Customer
3437,Existing Customer
5965,Existing Customer
2644,Existing Customer
3481,Existing Customer
3019,Existing Customer
1801,Existing Customer
1438,Attrited Customer
2909,Existing Customer
4688,Existing Customer
1438,Existing Customer
1655,Attrited Customer
1438,Existing Customer
1438,Existing Customer
5182,Existing Customer
1438,Attrited Customer
4287,Existing Customer
2304,Existing Customer
2765,Existing Customer
2485,Existing Customer
2446,Existing Customer
2214,Existing Customer
5254,Existing Customer
1821,Attrited Customer
3024,Existing Customer
1517,Existing Customer
2024,Attrited Customer
19138,Attrited Customer
16835,Existing Customer
2145,Attrited Customer
4654,Existing Customer
9114,Attrited Customer
3043,Existing Customer
4621,Existing Customer
2758,Existing Customer
1740,Existing Customer
3350,Existing Customer
34516,Existing Customer
9294,Existing Customer
9389,Existing Customer
9317,Existing Customer
10021,Existing Customer
2344,Existing Customer
3072,Existing Customer
1471,Attrited Customer
1438,Attrited Customer
1484,Attrited Customer
3233,Attrited Customer
1745,Existing Customer
2160,Existing Customer
2638,Existing Customer
10214,Existing Customer
3240,Existing Customer
1438,Attrited Customer
8111,Existing Customer
1567,Attrited Customer
7278,Attrited Customer
3081,Existing Customer
3034,Existing Customer
2960,Existing Customer
1620,Existing Customer
21680,Existing Customer
3918,Attrited Customer
12764,Existing Customer
1438,Existing Customer
3559,Existing Customer
2843,Existing Customer
2127,Existing Customer
1695,Attrited Customer
2648,Existing Customer
2602,Existing Customer
1891,Existing Customer
2881,Attrited Customer
2827,Existing Customer
4095,Existing Customer
1666,Attrited Customer
1438,Existing Customer
2205,Existing Customer
2890,Existing Customer
1483,Attrited Customer
7234,Existing Customer
2063,Existing Customer
5530,Existing Customer
2645,Existing Customer
3495,Existing Customer
3124,Existing Customer
8688,Attrited Customer
15109,Attrited Customer
4953,Existing Customer
22304,Existing Customer
1893,Existing Customer
2232,Existing Customer
1766,Existing Customer
3790,Existing Customer
6392,Existing Customer
2559,Existing Customer
34516,Existing Customer
1438,Existing Customer
2473,Existing Customer
4022,Existing Customer
3510,Existing Customer
2347,Attrited Customer
1522,Attrited Customer
2085,Existing Customer
2253,Existing Customer
2655,Attrited Customer
20882,Existing Customer
3306,Existing Customer
2052,Existing Customer
8480,Existing Customer
1438,Existing Customer
3420,Existing Customer
3416,Existing Customer
2171,Existing Customer
1530,Existing Customer
5721,Existing Customer
3520,Existing Customer
1604,Attrited Customer
1632,Attrited Customer
3914,Existing Customer
2328,Existing Customer
3229,Existing Customer
2569,Existing Customer
4517,Existing Customer
2292,Attrited Customer
2510,Existing Customer
2703,Attrited Customer
3047,Existing Customer
1441,Existing Customer
2999,Existing Customer
1438,Existing Customer
1438,Existing Customer
4762,Attrited Customer
1984,Existing Customer
8086,Existing Customer
1536,Existing Customer
3430,Attrited Customer
1759,Existing Customer
6314,Attrited Customer
1438,Attrited Customer
1843,Existing Customer
2181,Existing Customer
4754,Attrited Customer
11247,Existing Customer
16258,Existing Customer
34516,Existing Customer
4255,Existing Customer
1438,Existing Customer
3029,Existing Customer
3318,Existing Customer
1791,Attrited Customer
1620,Existing Customer
1552,Existing Customer
3472,Existing Customer
10973,Existing Customer
4257,Attrited Customer
3422,Existing Customer
4977,Existing Customer
1438,Existing Customer
1438,Existing Customer
2446,Existing Customer
3439,Attrited Customer
3005,Existing Customer
2033,Existing Customer
28673,Existing Customer
1895,Attrited Customer
2041,Existing Customer
1438,Existing Customer
1572,Existing Customer
1460,Existing Customer
25410,Existing Customer
2143,Existing Customer
8566,Existing Customer
1438,Existing Customer
3297,Existing Customer
2816,Existing Customer
2370,Attrited Customer
1678,Attrited Customer
1493,Attrited Customer
2690,Attrited Customer
3173,Existing Customer
2890,Existing Customer
2625,Existing Customer
3226,Existing Customer
2174,Existing Customer
2215,Existing Customer
3172,Existing Customer
2452,Attrited Customer
5070,Existing Customer
1466,Existing Customer
2427,Existing Customer
17999,Existing Customer
4553,Existing Customer
1894,Existing Customer
2097,Existing Customer
1983,Existing Customer
7879,Existing Customer
3336,Existing Customer
1726,Existing Customer
2917,Existing Customer
1915,Existing Customer
2066,Existing Customer
2164,Existing Customer
1484,Existing Customer
2275,Existing Customer
1438,Existing Customer
3683,Existing Customer
2722,Existing Customer
34516,Existing Customer
2072,Existing Customer
6383,Existing Customer
1438,Existing Customer
13478,Existing Customer
2841,Existing Customer
1830,Existing Customer
2360,Existing Customer
3717,Existing Customer
1438,Attrited Customer
2289,Existing Customer
1438,Existing Customer
2920,Attrited Customer
1938,Attrited Customer
4049,Existing Customer
1438,Existing Customer
10880,Existing Customer
3451,Existing Customer
20749,Existing Customer
2481,Existing Customer
2415,Existing Customer
1438,Existing Customer
1438,Existing Customer
2601,Existing Customer
5578,Existing Customer
3698,Existing Customer
1933,Existing Customer
27169,Existing Customer
5642,Existing Customer
3239,Existing Customer
3680,Existing Customer
1787,Existing Customer
4752,Existing Customer
3764,Existing Customer
5492,Attrited Customer
3554,Existing Customer
3429,Existing Customer
2021,Existing Customer
2444,Existing Customer
2107,Existing Customer
32777,Existing Customer
4607,Existing Customer
3144,Existing Customer
2725,Existing Customer
1874,Existing Customer
7135,Attrited Customer
16553,Existing Customer
2853,Existing Customer
2382,Existing Customer
2830,Existing Customer
3705,Existing Customer
1675,Attrited Customer
1439,Existing Customer
2563,Existing Customer
1896,Existing Customer
2596,Existing Customer
4196,Attrited Customer
1616,Existing Customer
6618,Existing Customer
2477,Attrited Customer
3040,Existing Customer
4436,Existing Customer
13138,Existing Customer
3297,Existing Customer
6272,Existing Customer
5608,Existing Customer
1621,Existing Customer
2305,Existing Customer
9525,Existing Customer
3168,Existing Customer
2939,Existing Customer
2724,Existing Customer
1438,Existing Customer
4629,Attrited Customer
34516,Existing Customer
13093,Attrited Customer
6426,Existing Customer
2761,Existing Customer
2148,Existing Customer
2485,Existing Customer
3394,Existing Customer
3367,Existing Customer
4154,Existing Customer
2506,Existing Customer
1774,Existing Customer
3918,Existing Customer
2372,Attrited Customer
1492,Attrited Customer
1550,Existing Customer
2669,Existing Customer
3311,Existing Customer
3068,Existing Customer
3050,Existing Customer
2647,Existing Customer
2185,Existing Customer
3183,Existing Customer
17096,Existing Customer
2897,Existing Customer
1438,Existing Customer
1677,Existing Customer
1860,Existing Customer
2124,Existing Customer
3413,Existing Customer
2178,Existing Customer
2096,Existing Customer
7293,Existing Customer
1438,Existing Customer
2298,Existing Customer
1517,Existing Customer
1456,Attrited Customer
2005,Existing Customer
4790,Existing Customer
13670,Existing Customer
3460,Attrited Customer
3202,Existing Customer
1438,Attrited Customer
2296,Existing Customer
6615,Existing Customer
1912,Existing Customer
2548,Existing Customer
1457,Existing Customer
1980,Existing Customer
2216,Existing Customer
4262,Existing Customer
2573,Existing Customer
5431,Existing Customer
3092,Existing Customer
2984,Existing Customer
2669,Existing Customer
1789,Existing Customer
2835,Existing Customer
1558,Existing Customer
7299,Existing Customer
3556,Attrited Customer
1438,Existing Customer
2468,Existing Customer
10699,Existing Customer
1439,Attrited Customer
3089,Existing Customer
1665,Existing Customer
2456,Existing Customer
11773,Existing Customer
1438,Existing Customer
3104,Existing Customer
4060,Existing Customer
3428,Existing Customer
12745,Existing Customer
1790,Existing Customer
4970,Existing Customer
5400,Existing Customer
1876,Existing Customer
1719,Existing Customer
1438,Existing Customer
4883,Existing Customer
3413,Existing Customer
3785,Attrited Customer
2228,Existing Customer
2194,Existing Customer
2665,Existing Customer
2444,Existing Customer
3335,Existing Customer
2726,Existing Customer
1665,Attrited Customer
2734,Existing Customer
1727,Existing Customer
1438,Existing Customer
6330,Existing Customer
2575,Attrited Customer
5298,Existing Customer
2540,Existing Customer
14324,Attrited Customer
1504,Attrited Customer
1839,Existing Customer
1685,Existing Customer
2840,Existing Customer
2977,Existing Customer
1961,Existing Customer
2156,Existing Customer
2772,Existing Customer
2832,Existing Customer
1552,Existing Customer
6362,Attrited Customer
11409,Existing Customer
1965,Existing Customer
1622,Existing Customer
1736,Existing Customer
24256,Existing Customer
1915,Attrited Customer
1438,Existing Customer
5594,Existing Customer
1636,Attrited Customer
1477,Existing Customer
1905,Attrited Customer
6146,Existing Customer
2672,Existing Customer
13426,Existing Customer
9104,Attrited Customer
30300,Existing Customer
7088,Existing Customer
1872,Existing Customer
2874,Existing Customer
6763,Existing Customer
2867,Existing Customer
2201,Attrited Customer
3261,Attrited Customer
5027,Existing Customer
2465,Existing Customer
7584,Existing Customer
28930,Attrited Customer
4963,Existing Customer
2049,Attrited Customer
1943,Existing Customer
3485,Existing Customer
23459,Existing Customer
2306,Existing Customer
18177,Existing Customer
2894,Existing Customer
34516,Existing Customer
34516,Existing Customer
34516,Existing Customer
7839,Existing Customer
6224,Existing Customer
6078,Existing Customer
21322,Existing Customer
1590,Existing Customer
1986,Existing Customer
15618,Existing Customer
34496,Existing Customer
2544,Existing Customer
6153,Existing Customer
15987,Existing Customer
3421,Existing Customer
11000,Existing Customer
2490,Existing Customer
2490,Existing Customer
2055,Existing Customer
3453,Existing Customer
20304,Existing Customer
8283,Existing Customer
11318,Existing Customer
2384,Attrited Customer
11919,Existing Customer
2948,Existing Customer
12294,Existing Customer
13452,Existing Customer
4942,Existing Customer
14973,Attrited Customer
19719,Existing Customer
9484,Existing Customer
3059,Existing Customer
34516,Existing Customer
25178,Existing Customer
7169,Existing Customer
18224,Existing Customer
4813,Existing Customer
12569,Existing Customer
8259,Existing Customer
13804,Existing Customer
6448,Existing Customer
5479,Existing Customer
3749,Existing Customer
30210,Existing Customer
5807,Existing Customer
3605,Existing Customer
17077,Existing Customer
5380,Existing Customer
34516,Existing Customer
27720,Existing Customer
18341,Existing Customer
27712,Existing Customer
8285,Existing Customer
34516,Existing Customer
7045,Existing Customer
14388,Existing Customer
3874,Attrited Customer
4752,Existing Customer
7484,Attrited Customer
34516,Existing Customer
18336,Existing Customer
10682,Existing Customer
8587,Existing Customer
5494,Existing Customer
1946,Existing Customer
6228,Existing Customer
13609,Existing Customer
34516,Existing Customer
15987,Existing Customer
2391,Existing Customer
20811,Existing Customer
3735,Existing Customer
2275,Existing Customer
7350,Existing Customer
1913,Existing Customer
18956,Existing Customer
13445,Existing Customer
8979,Existing Customer
6674,Existing Customer
6265,Existing Customer
34516,Existing Customer
34516,Existing Customer
13165,Existing Customer
9959,Existing Customer
9243,Existing Customer
4737,Existing Customer
2000,Existing Customer
34516,Existing Customer
23453,Existing Customer
34516,Existing Customer
6139,Existing Customer
9815,Existing Customer
3256,Existing Customer
19000,Existing Customer
34516,Existing Customer
13197,Existing Customer
22599,Attrited Customer
23457,Existing Customer
31560,Existing Customer
6218,Existing Customer
2844,Existing Customer
9678,Existing Customer
5207,Existing Customer
15034,Existing Customer
3107,Existing Customer
12214,Existing Customer
23070,Existing Customer
2167,Existing Customer
34516,Existing Customer
25894,Attrited Customer
3138,Attrited Customer
12055,Existing Customer
10753,Existing Customer
2069,Existing Customer
11362,Existing Customer
34516,Existing Customer
20001,Existing Customer
8786,Existing Customer
7142,Existing Customer
4477,Attrited Customer
34516,Existing Customer
2367,Attrited Customer
23402,Existing Customer
6565,Existing Customer
6982,Attrited Customer
5128,Existing Customer
34516,Existing Customer
14646,Existing Customer
12578,Existing Customer
3416,Existing Customer
6224,Existing Customer
10741,Existing Customer
34516,Attrited Customer
6058,Attrited Customer
8561,Existing Customer
7645,Existing Customer
1922,Existing Customer
5625,Existing Customer
2274,Existing Customer
34516,Existing Customer
9422,Attrited Customer
34516,Attrited Customer
4778,Existing Customer
3199,Attrited Customer
34516,Existing Customer
8141,Attrited Customer
3794,Existing Customer
5785,Existing Customer
4086,Existing Customer
31987,Existing Customer
9043,Attrited Customer
11128,Existing Customer
3062,Existing Customer
34516,Existing Customer
7566,Existing Customer
6633,Existing Customer
34516,Existing Customer
14895,Attrited Customer
2636,Existing Customer
10896,Attrited Customer
8401,Existing Customer
2737,Existing Customer
34516,Existing Customer
2437,Existing Customer
4557,Existing Customer
10949,Existing Customer
22361,Existing Customer
34516,Existing Customer
34516,Attrited Customer
10877,Existing Customer
11901,Existing Customer
9298,Existing Customer
4136,Existing Customer
15030,Existing Customer
6441,Existing Customer
34516,Existing Customer
4174,Existing Customer
6954,Existing Customer
1820,Existing Customer
2937,Existing Customer
6636,Existing Customer
31497,Existing Customer
34516,Attrited Customer
1959,Existing Customer
34516,Attrited Customer
7801,Existing Customer
6455,Existing Customer
11343,Existing Customer
23981,Attrited Customer
7667,Existing Customer
34516,Existing Customer
6713,Existing Customer
10984,Existing Customer
34516,Existing Customer
23058,Existing Customer
17606,Existing Customer
34516,Existing Customer
18000,Existing Customer
5550,Existing Customer
1621,Existing Customer
3244,Existing Customer
2550,Existing Customer
34516,Existing Customer
10874,Attrited Customer
13769,Attrited Customer
17894,Attrited Customer
15016,Existing Customer
9036,Existing Customer
12813,Existing Customer
4660,Existing Customer
34516,Existing Customer
13174,Attrited Customer
31639,Existing Customer
34516,Existing Customer
34516,Existing Customer
7504,Existing Customer
34516,Existing Customer
34516,Existing Customer
9357,Existing Customer
8767,Existing Customer
15987,Existing Customer
31782,Attrited Customer
34516,Existing Customer
19107,Existing Customer
21751,Existing Customer
7926,Existing Customer
27984,Existing Customer
24499,Existing Customer
2221,Existing Customer
5858,Existing Customer
27318,Existing Customer
26692,Existing Customer
34516,Existing Customer
14938,Existing Customer
33256,Existing Customer
34516,Existing Customer
5791,Existing Customer
17698,Existing Customer
34516,Existing Customer
6482,Existing Customer
34516,Existing Customer
34516,Existing Customer
28852,Existing Customer
7653,Existing Customer
4549,Existing Customer
16828,Attrited Customer
6530,Existing Customer
11642,Existing Customer
5390,Existing Customer
7037,Existing Customer
8390,Existing Customer
3442,Existing Customer
6680,Existing Customer
7244,Existing Customer
34516,Existing Customer
2476,Attrited Customer
2019,Existing Customer
6103,Existing Customer
2166,Existing Customer
3449,Existing Customer
2984,Existing Customer
13432,Attrited Customer
34516,Existing Customer
20633,Existing Customer
34516,Existing Customer
4479,Attrited Customer
3968,Existing Customer
10074,Existing Customer
10901,Existing Customer
34516,Existing Customer
7196,Existing Customer
34516,Existing Customer
34516,Existing Customer
32926,Existing Customer
7531,Existing Customer
1838,Existing Customer
30117,Existing Customer
5131,Existing Customer
34516,Existing Customer
24262,Existing Customer
34516,Existing Customer
20708,Existing Customer
14057,Attrited Customer
17072,Existing Customer
25737,Existing Customer
15043,Existing Customer
29338,Attrited Customer
25808,Existing Customer
3670,Existing Customer
8861,Existing Customer
34516,Existing Customer
34516,Existing Customer
2913,Attrited Customer
4748,Existing Customer
34516,Existing Customer
11508,Attrited Customer
18991,Existing Customer
10908,Attrited Customer
2219,Existing Customer
25736,Existing Customer
7997,Existing Customer
2849,Existing Customer
29227,Existing Customer
34516,Existing Customer
12458,Existing Customer
7547,Attrited Customer
10677,Existing Customer
23981,Existing Customer
6329,Existing Customer
4960,Existing Customer
15987,Existing Customer
3244,Existing Customer
7298,Existing Customer
28307,Existing Customer
2430,Existing Customer
7650,Existing Customer
6443,Existing Customer
13356,Existing Customer
4675,Existing Customer
2177,Existing Customer
34516,Existing Customer
2821,Existing Customer
6769,Existing Customer
30172,Existing Customer
7742,Existing Customer
25653,Existing Customer
4705,Existing Customer
19150,Existing Customer
34516,Existing Customer
11765,Existing Customer
16627,Existing Customer
13553,Existing Customer
11476,Existing Customer
5182,Existing Customer
23026,Attrited Customer
18477,Existing Customer
16199,Existing Customer
12695,Existing Customer
9875,Existing Customer
2600,Existing Customer
12218,Attrited Customer
34516,Existing Customer
21754,Existing Customer
8396,Existing Customer
12094,Existing Customer
2946,Existing Customer
17812,Existing Customer
13743,Existing Customer
15785,Existing Customer
3015,Attrited Customer
19000,Existing Customer
11714,Attrited Customer
34516,Existing Customer
34516,Existing Customer
5660,Existing Customer
23355,Existing Customer
20734,Existing Customer
2476,Existing Customer
34516,Existing Customer
6080,Attrited Customer
28605,Attrited Customer
10850,Existing Customer
24244,Existing Customer
17218,Existing Customer
34516,Existing Customer
34458,Existing Customer
9369,Existing Customer
34516,Existing Customer
17277,Existing Customer
20176,Existing Customer
3751,Existing Customer
3399,Attrited Customer
11529,Existing Customer
8694,Existing Customer
6616,Existing Customer
11467,Existing Customer
15795,Existing Customer
3109,Attrited Customer
8837,Existing Customer
2540,Existing Customer
2082,Attrited Customer
9959,Existing Customer
15472,Existing Customer
2667,Attrited Customer
4291,Existing Customer
3879,Attrited Customer
6224,Existing Customer
2783,Attrited Customer
3773,Existing Customer
19281,Existing Customer
14806,Attrited Customer
7473,Existing Customer
3108,Existing Customer
34516,Existing Customer
27742,Attrited Customer
14563,Attrited Customer
10286,Attrited Customer
3733,Existing Customer
34516,Existing Customer
14416,Existing Customer
34516,Attrited Customer
12033,Existing Customer
34516,Existing Customer
5723,Existing Customer
9947,Existing Customer
3599,Existing Customer
12648,Existing Customer
4572,Attrited Customer
25601,Existing Customer
4216,Existing Customer
3140,Existing Customer
21161,Existing Customer
9074,Existing Customer
4142,Existing Customer
3152,Existing Customer
15987,Attrited Customer
8919,Existing Customer
3308,Existing Customer
7349,Existing Customer
14803,Existing Customer
3536,Attrited Customer
19333,Attrited Customer
11605,Existing Customer
3329,Existing Customer
3961,Existing Customer
3735,Attrited Customer
5780,Attrited Customer
19141,Existing Customer
29394,Existing Customer
24250,Existing Customer
16191,Existing Customer
7261,Existing Customer
4023,Existing Customer
3764,Attrited Customer
6407,Attrited Customer
33711,Existing Customer
3429,Existing Customer
7064,Existing Customer
15487,Attrited Customer
3600,Existing Customer
34516,Existing Customer
34516,Attrited Customer
2490,Existing Customer
33870,Attrited Customer
4005,Attrited Customer
29239,Attrited Customer
34516,Attrited Customer
3391,Existing Customer
4598,Attrited Customer
34516,Attrited Customer
3435,Attrited Customer
17540,Existing Customer
31346,Existing Customer
4342,Existing Customer
3842,Existing Customer
3785,Existing Customer
6797,Existing Customer
9682,Existing Customer
3319,Attrited Customer
30498,Existing Customer
21398,Attrited Customer
20434,Existing Customer
29531,Existing Customer
3730,Existing Customer
10688,Existing Customer
18266,Existing Customer
10492,Existing Customer
6380,Existing Customer
3477,Existing Customer
3277,Existing Customer
34516,Existing Customer
4541,Attrited Customer
8284,Existing Customer
3768,Attrited Customer
14382,Existing Customer
23981,Existing Customer
22729,Existing Customer
3423,Existing Customer
3175,Existing Customer
7979,Attrited Customer
34516,Attrited Customer
3592,Existing Customer
32535,Existing Customer
4819,Attrited Customer
16433,Existing Customer
9230,Existing Customer
6867,Existing Customer
34516,Existing Customer
18046,Existing Customer
7680,Existing Customer
7825,Existing Customer
5002,Existing Customer
4755,Existing Customer
22104,Existing Customer
29038,Existing Customer
4620,Attrited Customer
34516,Existing Customer
11463,Existing Customer
6224,Attrited Customer
34516,Existing Customer
34516,Existing Customer
23981,Attrited Customer
4822,Existing Customer
12100,Existing Customer
17887,Existing Customer
23399,Attrited Customer
17575,Existing Customer
29528,Existing Customer
34516,Existing Customer
4147,Existing Customer
34516,Attrited Customer
17646,Existing Customer
11121,Existing Customer
4109,Attrited Customer
6176,Existing Customer
32791,Existing Customer
4772,Existing Customer
8022,Attrited Customer
34516,Existing Customer
5541,Attrited Customer
7204,Existing Customer
3860,Existing Customer
14581,Existing Customer
3084,Existing Customer
23981,Existing Customer
19534,Existing Customer
22993,Attrited Customer
7231,Existing Customer
34516,Existing Customer
9215,Existing Customer
25438,Existing Customer
3759,Existing Customer
3029,Existing Customer
4203,Attrited Customer
21526,Existing Customer
12207,Attrited Customer
7139,Existing Customer
34516,Existing Customer
6704,Existing Customer
32417,Existing Customer
2754,Existing Customer
34516,Existing Customer
12338,Existing Customer
16703,Existing Customer
16667,Existing Customer
14131,Existing Customer
3276,Existing Customer
34516,Existing Customer
3629,Existing Customer
3845,Existing Customer
12094,Attrited Customer
34516,Existing Customer
3466,Existing Customer
15223,Existing Customer
34516,Existing Customer
5989,Attrited Customer
5287,Attrited Customer
9502,Existing Customer
29738,Existing Customer
6577,Existing Customer
34516,Existing Customer
34516,Existing Customer
32554,Attrited Customer
15524,Existing Customer
4010,Existing Customer
3275,Existing Customer
3388,Existing Customer
4015,Attrited Customer
9719,Attrited Customer
4178,Existing Customer
3735,Existing Customer
29856,Existing Customer
11522,Existing Customer
3161,Existing Customer
14774,Attrited Customer
5118,Existing Customer
14682,Attrited Customer
3108,Existing Customer
3223,Existing Customer
28612,Existing Customer
6224,Existing Customer
24134,Existing Customer
27929,Existing Customer
3657,Existing Customer
8257,Existing Customer
23051,Existing Customer
14839,Existing Customer
10588,Attrited Customer
11808,Existing Customer
15504,Existing Customer
13818,Existing Customer
5282,Existing Customer
34516,Existing Customer
34516,Existing Customer
9959,Existing Customer
6280,Existing Customer
8940,Existing Customer
6546,Existing Customer
11474,Existing Customer
9463,Attrited Customer
12552,Existing Customer
21679,Existing Customer
4905,Existing Customer
34516,Existing Customer
10017,Attrited Customer
5843,Existing Customer
34427,Existing Customer
34516,Existing Customer
4779,Attrited Customer
7872,Existing Customer
3882,Existing Customer
7207,Existing Customer
34516,Attrited Customer
3535,Existing Customer
34516,Attrited Customer
9178,Existing Customer
4328,Existing Customer
9959,Existing Customer
9634,Existing Customer
8624,Existing Customer
3575,Attrited Customer
5871,Existing Customer
15219,Attrited Customer
34516,Existing Customer
8147,Existing Customer
3525,Existing Customer
9711,Existing Customer
11358,Existing Customer
6765,Existing Customer
4725,Attrited Customer
3699,Attrited Customer
34516,Existing Customer
8851,Existing Customer
3442,Existing Customer
3731,Existing Customer
5972,Existing Customer
3371,Existing Customer
9546,Existing Customer
3848,Existing Customer
9199,Existing Customer
13381,Existing Customer
2833,Existing Customer
4132,Existing Customer
4366,Existing Customer
6128,Existing Customer
6882,Existing Customer
13490,Existing Customer
17978,Existing Customer
3821,Existing Customer
3624,Existing Customer
3787,Existing Customer
4623,Existing Customer
4343,Existing Customer
3803,Existing Customer
23889,Existing Customer
3999,Attrited Customer
4178,Attrited Customer
34516,Existing Customer
26819,Existing Customer
9580,Attrited Customer
34516,Existing Customer
3471,Existing Customer
20798,Attrited Customer
9752,Existing Customer
24844,Attrited Customer
3090,Existing Customer
9943,Attrited Customer
3384,Existing Customer
3640,Existing Customer
34516,Existing Customer
10186,Existing Customer
15987,Existing Customer
16983,Attrited Customer
34516,Existing Customer
34516,Existing Customer
9959,Attrited Customer
34516,Existing Customer
11898,Existing Customer
34516,Attrited Customer
13056,Existing Customer
14002,Existing Customer
5500,Attrited Customer
8549,Attrited Customer
24884,Attrited Customer
4841,Attrited Customer
29974,Existing Customer
20724,Existing Customer
21079,Existing Customer
3720,Existing Customer
12024,Existing Customer
4446,Attrited Customer
34516,Existing Customer
34516,Existing Customer
19192,Existing Customer
3076,Existing Customer
4196,Existing Customer
3243,Existing Customer
32949,Existing Customer
23981,Existing Customer
4090,Existing Customer
4119,Existing Customer
13399,Existing Customer
5240,Existing Customer
3744,Attrited Customer
15594,Existing Customer
8449,Existing Customer
34516,Attrited Customer
4192,Existing Customer
3416,Existing Customer
3322,Existing Customer
14217,Existing Customer
17350,Existing Customer
13784,Existing Customer
3181,Existing Customer
23981,Attrited Customer
3920,Existing Customer
5158,Existing Customer
4074,Existing Customer
10284,Existing Customer
34516,Existing Customer
34516,Attrited Customer
3999,Existing Customer
3468,Existing Customer
11900,Existing Customer
34516,Existing Customer
6075,Attrited Customer
13035,Existing Customer
17306,Attrited Customer
15987,Attrited Customer
34516,Existing Customer
34516,Existing Customer
12918,Attrited Customer
4085,Attrited Customer
3705,Existing Customer
5319,Existing Customer
4549,Existing Customer
15894,Existing Customer
13062,Existing Customer
7428,Attrited Customer
8848,Existing Customer
7362,Existing Customer
34516,Existing Customer
4380,Existing Customer
12510,Existing Customer
9149,Existing Customer
3784,Existing Customer
9680,Existing Customer
34516,Existing Customer
3845,Existing Customer
13409,Existing Customer
34516,Attrited Customer
20501,Existing Customer
23260,Existing Customer
20101,Existing Customer
6911,Attrited Customer
3423,Existing Customer
10729,Existing Customer
12495,Existing Customer
13344,Attrited Customer
12299,Existing Customer
4613,Attrited Customer
10858,Existing Customer
34516,Existing Customer
4207,Existing Customer
3336,Existing Customer
12633,Existing Customer
34516,Existing Customer
3876,Attrited Customer
34516,Existing Customer
3264,Attrited Customer
6903,Existing Customer
13731,Existing Customer
4259,Attrited Customer
34516,Existing Customer
11714,Existing Customer
4097,Attrited Customer
3952,Attrited Customer
3196,Existing Customer
4935,Attrited Customer
34516,Existing Customer
12933,Attrited Customer
8881,Existing Customer
32275,Existing Customer
4107,Existing Customer
5023,Existing Customer
27494,Existing Customer
7106,Existing Customer
17230,Existing Customer
30885,Existing Customer
34516,Attrited Customer
10343,Existing Customer
9267,Attrited Customer
2985,Existing Customer
14386,Existing Customer
3581,Existing Customer
3079,Existing Customer
10488,Existing Customer
34516,Attrited Customer
24001,Attrited Customer
5500,Existing Customer
34516,Existing Customer
7790,Existing Customer
10301,Existing Customer
21615,Existing Customer
8712,Existing Customer
15483,Existing Customer
20356,Existing Customer
3548,Existing Customer
4661,Existing Customer
15987,Existing Customer
5230,Attrited Customer
34516,Existing Customer
3246,Existing Customer
10018,Existing Customer
4097,Existing Customer
4469,Attrited Customer
20701,Existing Customer
8426,Existing Customer
16722,Existing Customer
34516,Existing Customer
4413,Attrited Customer
5342,Existing Customer
7659,Existing Customer
11059,Attrited Customer
24239,Attrited Customer
6407,Existing Customer
6024,Existing Customer
3352,Existing Customer
31091,Existing Customer
7464,Attrited Customer
11722,Attrited Customer
7769,Attrited Customer
3569,Existing Customer
3216,Existing Customer
34516,Existing Customer
27229,Existing Customer
34516,Attrited Customer
6261,Attrited Customer
6996,Existing Customer
4440,Existing Customer
4288,Existing Customer
34516,Attrited Customer
5189,Existing Customer
14458,Attrited Customer
16909,Existing Customer
4982,Attrited Customer
12359,Attrited Customer
9959,Existing Customer
15355,Existing Customer
17909,Attrited Customer
34516,Attrited Customer
34516,Attrited Customer
8297,Attrited Customer
4132,Existing Customer
9959,Existing Customer
16453,Existing Customer
3263,Existing Customer
34516,Attrited Customer
7685,Existing Customer
4065,Attrited Customer
9815,Existing Customer
17374,Existing Customer
7093,Existing Customer
34516,Existing Customer
4116,Attrited Customer
8687,Existing Customer
8656,Attrited Customer
3544,Existing Customer
5988,Attrited Customer
4917,Attrited Customer
18591,Existing Customer
3297,Existing Customer
5702,Existing Customer
10982,Existing Customer
34516,Existing Customer
20144,Existing Customer
10610,Existing Customer
7386,Existing Customer
4720,Attrited Customer
3660,Existing Customer
11280,Existing Customer
16565,Existing Customer
34516,Existing Customer
14305,Existing Customer
6104,Existing Customer
4207,Existing Customer
34516,Existing Customer
34516,Attrited Customer
34516,Existing Customer
4063,Attrited Customer
11791,Existing Customer
17744,Attrited Customer
34516,Existing Customer
21032,Existing Customer
18571,Existing Customer
3735,Attrited Customer
10948,Existing Customer
29076,Attrited Customer
20237,Existing Customer
