"Total_Revolving_Bal","Attrition_Flag"
1194,Existing Customer
1484,Existing Customer
0,Existing Customer
0,Existing Customer
2517,Existing Customer
1166,Attrited Customer
0,Attrited Customer
0,Attrited Customer
1614,Attrited Customer
1822,Existing Customer
1392,Existing Customer
1594,Existing Customer
2145,Existing Customer
785,Existing Customer
1347,Existing Customer
1160,Existing Customer
1012,Attrited Customer
0,Existing Customer
723,Existing Customer
2362,Existing Customer
1861,Existing Customer
1538,Existing Customer
0,Existing Customer
1255,Existing Customer
989,Existing Customer
1007,Existing Customer
1687,Existing Customer
1398,Existing Customer
1523,Existing Customer
1545,Existing Customer
1542,Existing Customer
1115,Existing Customer
0,Existing Customer
1265,Existing Customer
1169,Existing Customer
1039,Existing Customer
1303,Existing Customer
2045,Existing Customer
1499,Existing Customer
1512,Existing Customer
0,Existing Customer
0,Existing Customer
1807,Existing Customer
1777,Existing Customer
1204,Existing Customer
1882,Existing Customer
0,Attrited Customer
1195,Existing Customer
894,Existing Customer
2426,Attrited Customer
0,Attrited Customer
1685,Existing Customer
1162,Existing Customer
2025,Existing Customer
2006,Existing Customer
2171,Existing Customer
1568,Existing Customer
2050,Existing Customer
0,Existing Customer
0,Existing Customer
1861,Existing Customer
0,Existing Customer
0,Existing Customer
1127,Existing Customer
0,Existing Customer
541,Existing Customer
2356,Existing Customer
683,Existing Customer
0,Existing Customer
2437,Existing Customer
1780,Existing Customer
1573,Attrited Customer
747,Existing Customer
1504,Existing Customer
1578,Existing Customer
1313,Existing Customer
1663,Existing Customer
0,Existing Customer
0,Existing Customer
1787,Existing Customer
1851,Existing Customer
994,Existing Customer
2517,Attrited Customer
0,Existing Customer
2517,Existing Customer
1419,Existing Customer
1779,Existing Customer
2168,Existing Customer
0,Attrited Customer
0,Existing Customer
1765,Existing Customer
1738,Existing Customer
1929,Existing Customer
561,Attrited Customer
966,Existing Customer
1738,Existing Customer
0,Attrited Customer
1908,Existing Customer
2222,Existing Customer
0,Existing Customer
1554,Existing Customer
1434,Existing Customer
1775,Existing Customer
1046,Existing Customer
1173,Existing Customer
2517,Existing Customer
2147,Existing Customer
1388,Existing Customer
1288,Existing Customer
0,Existing Customer
710,Attrited Customer
1134,Existing Customer
2517,Attrited Customer
0,Existing Customer
1950,Existing Customer
1103,Existing Customer
1648,Existing Customer
2517,Existing Customer
1747,Existing Customer
1060,Existing Customer
1784,Existing Customer
1115,Existing Customer
2070,Existing Customer
0,Attrited Customer
0,Attrited Customer
716,Existing Customer
2048,Existing Customer
841,Existing Customer
2071,Existing Customer
2517,Existing Customer
1245,Existing Customer
1495,Existing Customer
2517,Existing Customer
1762,Existing Customer
0,Existing Customer
718,Existing Customer
0,Existing Customer
0,Existing Customer
1573,Existing Customer
1715,Existing Customer
1408,Existing Customer
1276,Existing Customer
993,Existing Customer
686,Existing Customer
1540,Existing Customer
920,Existing Customer
0,Attrited Customer
1263,Existing Customer
1189,Existing Customer
0,Existing Customer
0,Attrited Customer
2517,Existing Customer
0,Attrited Customer
1371,Existing Customer
0,Existing Customer
0,Existing Customer
2250,Existing Customer
828,Existing Customer
1409,Existing Customer
1262,Existing Customer
2517,Existing Customer
1742,Existing Customer
2007,Existing Customer
909,Existing Customer
0,Existing Customer
1649,Existing Customer
1156,Existing Customer
2511,Existing Customer
879,Existing Customer
0,Existing Customer
0,Attrited Customer
834,Existing Customer
872,Existing Customer
1099,Existing Customer
0,Attrited Customer
1177,Existing Customer
964,Existing Customer
1654,Existing Customer
0,Existing Customer
0,Existing Customer
1954,Existing Customer
2336,Existing Customer
2209,Existing Customer
0,Existing Customer
891,Existing Customer
1588,Existing Customer
1426,Existing Customer
861,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1801,Existing Customer
2517,Attrited Customer
1480,Existing Customer
1302,Existing Customer
1936,Existing Customer
0,Existing Customer
2238,Existing Customer
2127,Existing Customer
1521,Attrited Customer
1661,Existing Customer
996,Existing Customer
0,Existing Customer
1573,Existing Customer
2517,Attrited Customer
0,Existing Customer
1561,Existing Customer
2507,Attrited Customer
970,Attrited Customer
0,Existing Customer
0,Existing Customer
2517,Existing Customer
1927,Existing Customer
0,Existing Customer
1198,Existing Customer
2414,Existing Customer
1819,Existing Customer
1375,Existing Customer
0,Attrited Customer
1658,Existing Customer
0,Existing Customer
0,Existing Customer
1319,Existing Customer
1076,Existing Customer
1445,Attrited Customer
0,Existing Customer
1235,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
1604,Existing Customer
0,Existing Customer
145,Attrited Customer
1166,Existing Customer
1750,Existing Customer
661,Existing Customer
2517,Existing Customer
1660,Existing Customer
1365,Existing Customer
2104,Attrited Customer
2517,Attrited Customer
0,Existing Customer
1334,Existing Customer
1834,Existing Customer
0,Attrited Customer
2115,Existing Customer
0,Attrited Customer
0,Existing Customer
1465,Existing Customer
2305,Existing Customer
1627,Existing Customer
841,Existing Customer
2117,Existing Customer
1807,Existing Customer
2517,Existing Customer
2435,Existing Customer
1544,Existing Customer
2201,Existing Customer
1478,Existing Customer
2216,Existing Customer
1273,Existing Customer
1411,Existing Customer
0,Existing Customer
1665,Existing Customer
1713,Existing Customer
974,Existing Customer
1187,Existing Customer
2266,Existing Customer
1013,Existing Customer
0,Existing Customer
1582,Existing Customer
0,Existing Customer
1010,Existing Customer
0,Existing Customer
1444,Existing Customer
2082,Existing Customer
1919,Attrited Customer
2347,Existing Customer
968,Existing Customer
2517,Existing Customer
2517,Existing Customer
2119,Existing Customer
0,Attrited Customer
1303,Existing Customer
2451,Existing Customer
1744,Existing Customer
1925,Existing Customer
1803,Existing Customer
629,Existing Customer
1383,Existing Customer
0,Existing Customer
2167,Existing Customer
1182,Existing Customer
1903,Existing Customer
1464,Existing Customer
1200,Existing Customer
1594,Existing Customer
1946,Existing Customer
1143,Existing Customer
0,Existing Customer
2179,Existing Customer
1337,Existing Customer
761,Existing Customer
2414,Existing Customer
1060,Existing Customer
2130,Existing Customer
1359,Existing Customer
2109,Existing Customer
1293,Existing Customer
2517,Existing Customer
460,Attrited Customer
0,Existing Customer
1939,Attrited Customer
2253,Existing Customer
2077,Existing Customer
1334,Existing Customer
1324,Existing Customer
2142,Existing Customer
1183,Existing Customer
1738,Existing Customer
1432,Existing Customer
713,Existing Customer
1766,Existing Customer
1625,Existing Customer
1302,Existing Customer
2113,Existing Customer
2138,Existing Customer
1360,Existing Customer
1405,Existing Customer
1694,Existing Customer
1186,Existing Customer
1289,Existing Customer
1402,Existing Customer
1677,Existing Customer
1913,Existing Customer
1264,Existing Customer
1255,Existing Customer
1143,Existing Customer
2019,Existing Customer
1649,Existing Customer
1739,Existing Customer
2098,Existing Customer
0,Existing Customer
1106,Existing Customer
1585,Existing Customer
1699,Existing Customer
2035,Existing Customer
2389,Existing Customer
1635,Existing Customer
0,Existing Customer
0,Attrited Customer
2517,Existing Customer
1298,Existing Customer
2517,Existing Customer
2065,Existing Customer
1710,Existing Customer
1121,Existing Customer
1356,Existing Customer
1995,Existing Customer
2379,Existing Customer
1701,Existing Customer
988,Existing Customer
810,Existing Customer
2517,Attrited Customer
986,Attrited Customer
1858,Existing Customer
1845,Existing Customer
1101,Existing Customer
1871,Existing Customer
1337,Existing Customer
0,Existing Customer
1559,Existing Customer
1917,Existing Customer
2517,Attrited Customer
0,Existing Customer
1606,Attrited Customer
958,Existing Customer
1130,Existing Customer
0,Attrited Customer
0,Existing Customer
1118,Existing Customer
1448,Existing Customer
2517,Existing Customer
1970,Existing Customer
0,Existing Customer
2517,Existing Customer
687,Attrited Customer
0,Attrited Customer
915,Existing Customer
2076,Existing Customer
1124,Existing Customer
1640,Existing Customer
708,Existing Customer
1802,Existing Customer
2108,Attrited Customer
0,Attrited Customer
1351,Existing Customer
0,Attrited Customer
2452,Existing Customer
1811,Attrited Customer
1544,Existing Customer
2130,Existing Customer
1974,Existing Customer
0,Existing Customer
1974,Attrited Customer
2517,Existing Customer
2058,Existing Customer
942,Existing Customer
1618,Existing Customer
1322,Existing Customer
2517,Existing Customer
0,Attrited Customer
1257,Existing Customer
2517,Attrited Customer
1085,Existing Customer
0,Existing Customer
1588,Existing Customer
1718,Existing Customer
985,Existing Customer
829,Existing Customer
1873,Existing Customer
1954,Existing Customer
0,Attrited Customer
1802,Existing Customer
2517,Existing Customer
1898,Existing Customer
0,Existing Customer
1395,Existing Customer
2151,Existing Customer
1991,Existing Customer
2507,Existing Customer
1502,Existing Customer
0,Existing Customer
1633,Existing Customer
2399,Existing Customer
2192,Existing Customer
0,Attrited Customer
1022,Existing Customer
989,Attrited Customer
2018,Existing Customer
1837,Existing Customer
1175,Existing Customer
593,Attrited Customer
2191,Existing Customer
1022,Existing Customer
1590,Existing Customer
1429,Existing Customer
2517,Existing Customer
1534,Existing Customer
1377,Existing Customer
1464,Existing Customer
1829,Existing Customer
2517,Existing Customer
0,Existing Customer
0,Existing Customer
1421,Existing Customer
1509,Existing Customer
2415,Attrited Customer
0,Attrited Customer
304,Attrited Customer
2016,Existing Customer
0,Existing Customer
1998,Existing Customer
1844,Existing Customer
1064,Existing Customer
0,Attrited Customer
2446,Existing Customer
1634,Existing Customer
1742,Existing Customer
1134,Existing Customer
1058,Existing Customer
1488,Existing Customer
1942,Existing Customer
1684,Existing Customer
2065,Existing Customer
0,Attrited Customer
1440,Existing Customer
933,Existing Customer
1573,Existing Customer
1051,Existing Customer
1793,Existing Customer
2517,Existing Customer
1291,Existing Customer
961,Existing Customer
2416,Existing Customer
2517,Existing Customer
913,Existing Customer
0,Existing Customer
928,Existing Customer
0,Existing Customer
1957,Existing Customer
1769,Existing Customer
1701,Existing Customer
1686,Existing Customer
1652,Existing Customer
2276,Existing Customer
1974,Existing Customer
1693,Existing Customer
2109,Existing Customer
2517,Attrited Customer
1425,Existing Customer
1501,Existing Customer
1324,Existing Customer
0,Existing Customer
0,Existing Customer
2517,Existing Customer
1839,Existing Customer
2031,Existing Customer
1369,Existing Customer
2250,Attrited Customer
803,Existing Customer
2517,Existing Customer
1458,Existing Customer
1634,Existing Customer
2512,Existing Customer
0,Attrited Customer
1649,Existing Customer
1989,Existing Customer
925,Existing Customer
0,Attrited Customer
2264,Existing Customer
1223,Existing Customer
1874,Existing Customer
2088,Existing Customer
696,Existing Customer
0,Existing Customer
1595,Existing Customer
1540,Existing Customer
1692,Existing Customer
1155,Existing Customer
2129,Existing Customer
1484,Existing Customer
2517,Existing Customer
1984,Existing Customer
1228,Existing Customer
1357,Existing Customer
1381,Attrited Customer
1519,Existing Customer
1168,Existing Customer
0,Existing Customer
159,Attrited Customer
0,Existing Customer
1684,Existing Customer
1149,Existing Customer
1161,Existing Customer
1702,Existing Customer
0,Attrited Customer
2085,Existing Customer
0,Existing Customer
0,Attrited Customer
1208,Existing Customer
0,Attrited Customer
1180,Existing Customer
1388,Existing Customer
1096,Existing Customer
1741,Existing Customer
1151,Existing Customer
1382,Existing Customer
1332,Existing Customer
2477,Attrited Customer
0,Existing Customer
0,Existing Customer
1643,Existing Customer
1724,Existing Customer
1973,Existing Customer
1855,Existing Customer
2517,Existing Customer
1506,Existing Customer
1657,Existing Customer
2045,Existing Customer
2073,Existing Customer
1497,Existing Customer
1340,Existing Customer
1329,Existing Customer
1411,Existing Customer
1995,Existing Customer
1133,Existing Customer
1825,Existing Customer
1163,Existing Customer
2059,Existing Customer
890,Existing Customer
1093,Existing Customer
1494,Existing Customer
1429,Existing Customer
2118,Existing Customer
1448,Existing Customer
2365,Existing Customer
1459,Existing Customer
2517,Attrited Customer
0,Existing Customer
1533,Existing Customer
1613,Existing Customer
1239,Existing Customer
2047,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
604,Existing Customer
1870,Existing Customer
743,Existing Customer
0,Existing Customer
0,Existing Customer
1174,Existing Customer
0,Attrited Customer
1568,Existing Customer
949,Attrited Customer
1349,Existing Customer
2273,Existing Customer
2210,Existing Customer
1061,Existing Customer
2517,Existing Customer
1396,Existing Customer
2443,Existing Customer
787,Attrited Customer
0,Attrited Customer
1873,Existing Customer
1649,Existing Customer
1829,Existing Customer
1051,Existing Customer
846,Existing Customer
1813,Existing Customer
1308,Existing Customer
2151,Existing Customer
2219,Existing Customer
1869,Existing Customer
0,Attrited Customer
1823,Existing Customer
1117,Existing Customer
831,Existing Customer
1146,Existing Customer
1742,Existing Customer
0,Attrited Customer
2517,Existing Customer
1093,Existing Customer
1794,Attrited Customer
2216,Existing Customer
865,Existing Customer
0,Attrited Customer
1285,Existing Customer
0,Attrited Customer
1965,Existing Customer
1763,Attrited Customer
0,Existing Customer
1805,Existing Customer
2517,Attrited Customer
1253,Existing Customer
1978,Existing Customer
975,Existing Customer
2517,Attrited Customer
1309,Attrited Customer
0,Attrited Customer
1620,Existing Customer
1618,Existing Customer
0,Existing Customer
0,Attrited Customer
1025,Existing Customer
1930,Existing Customer
0,Existing Customer
2496,Existing Customer
0,Existing Customer
1604,Existing Customer
0,Attrited Customer
1384,Existing Customer
1290,Existing Customer
2517,Existing Customer
1198,Existing Customer
1648,Existing Customer
2252,Existing Customer
1174,Existing Customer
0,Attrited Customer
1723,Existing Customer
2150,Existing Customer
994,Existing Customer
985,Existing Customer
0,Attrited Customer
0,Attrited Customer
1470,Existing Customer
0,Existing Customer
1531,Existing Customer
1175,Attrited Customer
0,Attrited Customer
1933,Existing Customer
1002,Existing Customer
0,Existing Customer
0,Existing Customer
1443,Existing Customer
1437,Existing Customer
0,Attrited Customer
478,Attrited Customer
1437,Existing Customer
1779,Existing Customer
1234,Existing Customer
1847,Attrited Customer
2072,Existing Customer
585,Existing Customer
2292,Attrited Customer
1059,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
1359,Existing Customer
0,Attrited Customer
230,Attrited Customer
2517,Attrited Customer
1337,Existing Customer
1318,Existing Customer
893,Existing Customer
2459,Existing Customer
1329,Existing Customer
2239,Existing Customer
1727,Existing Customer
0,Attrited Customer
1990,Existing Customer
0,Attrited Customer
1504,Existing Customer
2088,Existing Customer
0,Existing Customer
653,Existing Customer
822,Existing Customer
1094,Existing Customer
2517,Existing Customer
752,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
797,Existing Customer
0,Attrited Customer
1950,Existing Customer
1408,Existing Customer
1581,Existing Customer
647,Existing Customer
1116,Existing Customer
0,Attrited Customer
569,Attrited Customer
865,Existing Customer
1722,Existing Customer
2134,Attrited Customer
0,Existing Customer
1518,Existing Customer
776,Existing Customer
1848,Existing Customer
0,Existing Customer
1589,Existing Customer
0,Existing Customer
1945,Existing Customer
0,Existing Customer
1783,Existing Customer
2295,Existing Customer
0,Attrited Customer
1341,Existing Customer
0,Existing Customer
0,Attrited Customer
1583,Existing Customer
1421,Existing Customer
0,Attrited Customer
1882,Existing Customer
1350,Existing Customer
1821,Existing Customer
0,Attrited Customer
618,Existing Customer
1769,Existing Customer
1996,Existing Customer
2262,Existing Customer
1692,Attrited Customer
1396,Existing Customer
1296,Existing Customer
0,Attrited Customer
905,Existing Customer
1607,Existing Customer
2004,Existing Customer
0,Attrited Customer
0,Existing Customer
2517,Attrited Customer
0,Existing Customer
1175,Existing Customer
2517,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1047,Existing Customer
2022,Existing Customer
639,Existing Customer
1907,Existing Customer
0,Existing Customer
2267,Existing Customer
996,Attrited Customer
1320,Existing Customer
0,Attrited Customer
1512,Existing Customer
1823,Existing Customer
0,Existing Customer
871,Existing Customer
2152,Existing Customer
1068,Existing Customer
1277,Existing Customer
1140,Existing Customer
1463,Existing Customer
1333,Existing Customer
1474,Existing Customer
1435,Existing Customer
1891,Existing Customer
1871,Existing Customer
0,Attrited Customer
1638,Existing Customer
2517,Existing Customer
1729,Existing Customer
831,Existing Customer
0,Attrited Customer
0,Attrited Customer
1881,Existing Customer
2370,Existing Customer
1800,Existing Customer
2417,Existing Customer
714,Existing Customer
0,Attrited Customer
1148,Existing Customer
2517,Existing Customer
1525,Existing Customer
1659,Existing Customer
0,Attrited Customer
2517,Attrited Customer
2463,Existing Customer
1474,Existing Customer
1576,Existing Customer
1203,Existing Customer
1788,Existing Customer
2517,Attrited Customer
980,Existing Customer
2517,Attrited Customer
2280,Existing Customer
1413,Existing Customer
2517,Existing Customer
777,Existing Customer
1290,Existing Customer
1898,Existing Customer
0,Existing Customer
961,Existing Customer
1836,Existing Customer
2226,Existing Customer
503,Attrited Customer
0,Existing Customer
1277,Existing Customer
609,Existing Customer
1144,Existing Customer
1617,Existing Customer
1583,Existing Customer
0,Existing Customer
2181,Existing Customer
1518,Existing Customer
1908,Existing Customer
0,Existing Customer
764,Attrited Customer
1405,Existing Customer
1073,Existing Customer
2413,Existing Customer
2120,Existing Customer
726,Attrited Customer
1346,Existing Customer
1613,Existing Customer
1984,Existing Customer
2517,Attrited Customer
989,Existing Customer
2029,Existing Customer
1645,Existing Customer
572,Attrited Customer
1964,Existing Customer
432,Attrited Customer
1585,Existing Customer
1493,Existing Customer
1049,Existing Customer
2076,Existing Customer
1709,Existing Customer
0,Attrited Customer
1829,Existing Customer
2281,Attrited Customer
2328,Existing Customer
1750,Existing Customer
1519,Existing Customer
972,Existing Customer
1425,Existing Customer
0,Existing Customer
1253,Attrited Customer
913,Attrited Customer
1666,Existing Customer
1753,Existing Customer
1229,Existing Customer
0,Existing Customer
0,Existing Customer
1530,Existing Customer
960,Existing Customer
0,Existing Customer
1230,Existing Customer
1845,Existing Customer
1622,Existing Customer
2517,Existing Customer
1870,Existing Customer
2239,Existing Customer
1930,Existing Customer
1567,Existing Customer
1820,Existing Customer
1673,Existing Customer
1641,Existing Customer
824,Existing Customer
1366,Existing Customer
2220,Existing Customer
2437,Existing Customer
603,Existing Customer
0,Attrited Customer
0,Attrited Customer
738,Existing Customer
1657,Existing Customer
132,Attrited Customer
1662,Existing Customer
0,Existing Customer
1059,Attrited Customer
1423,Existing Customer
1273,Attrited Customer
0,Existing Customer
2138,Attrited Customer
799,Existing Customer
1419,Existing Customer
1420,Existing Customer
1608,Existing Customer
2262,Existing Customer
0,Attrited Customer
2136,Existing Customer
0,Existing Customer
2517,Attrited Customer
1484,Existing Customer
2517,Existing Customer
1847,Attrited Customer
1890,Existing Customer
1413,Existing Customer
442,Attrited Customer
0,Attrited Customer
0,Attrited Customer
859,Attrited Customer
2114,Existing Customer
2221,Existing Customer
1431,Existing Customer
1569,Existing Customer
0,Existing Customer
0,Attrited Customer
862,Existing Customer
1356,Existing Customer
1507,Existing Customer
0,Existing Customer
1331,Existing Customer
1580,Existing Customer
1190,Existing Customer
2114,Existing Customer
1649,Existing Customer
2517,Existing Customer
1456,Existing Customer
2517,Existing Customer
0,Attrited Customer
1690,Existing Customer
2092,Existing Customer
0,Attrited Customer
1734,Existing Customer
2517,Existing Customer
0,Existing Customer
1816,Existing Customer
1817,Existing Customer
698,Existing Customer
2087,Existing Customer
1454,Attrited Customer
0,Existing Customer
1148,Existing Customer
1868,Existing Customer
787,Existing Customer
2070,Existing Customer
0,Attrited Customer
721,Existing Customer
2221,Existing Customer
1796,Existing Customer
1357,Existing Customer
0,Attrited Customer
1285,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Existing Customer
939,Existing Customer
2352,Attrited Customer
0,Attrited Customer
1355,Existing Customer
921,Existing Customer
990,Existing Customer
1293,Existing Customer
1731,Existing Customer
0,Attrited Customer
961,Existing Customer
1176,Existing Customer
2088,Existing Customer
0,Existing Customer
1871,Existing Customer
1254,Existing Customer
2517,Existing Customer
2101,Existing Customer
2353,Existing Customer
1460,Existing Customer
1255,Existing Customer
0,Attrited Customer
561,Existing Customer
1476,Existing Customer
1299,Existing Customer
2517,Attrited Customer
2186,Existing Customer
0,Existing Customer
2517,Existing Customer
1907,Attrited Customer
1664,Existing Customer
0,Attrited Customer
0,Existing Customer
2293,Existing Customer
1556,Existing Customer
1889,Existing Customer
1661,Existing Customer
1260,Existing Customer
0,Attrited Customer
1562,Existing Customer
0,Attrited Customer
2091,Existing Customer
1375,Existing Customer
0,Attrited Customer
1543,Existing Customer
898,Existing Customer
0,Attrited Customer
0,Attrited Customer
1817,Existing Customer
1574,Attrited Customer
984,Existing Customer
2239,Attrited Customer
1901,Existing Customer
1845,Existing Customer
2517,Existing Customer
1857,Existing Customer
879,Existing Customer
2031,Existing Customer
1805,Existing Customer
2018,Existing Customer
796,Attrited Customer
2070,Existing Customer
0,Attrited Customer
1651,Existing Customer
2517,Existing Customer
694,Existing Customer
1267,Existing Customer
1636,Existing Customer
2517,Attrited Customer
1629,Attrited Customer
0,Existing Customer
0,Existing Customer
1921,Existing Customer
2451,Existing Customer
570,Existing Customer
991,Existing Customer
2148,Existing Customer
2031,Existing Customer
2517,Existing Customer
1835,Existing Customer
1372,Existing Customer
2517,Attrited Customer
0,Existing Customer
2517,Existing Customer
829,Existing Customer
1293,Existing Customer
2331,Attrited Customer
2517,Existing Customer
0,Existing Customer
0,Existing Customer
806,Existing Customer
232,Attrited Customer
2005,Existing Customer
1698,Existing Customer
0,Attrited Customer
0,Attrited Customer
1130,Existing Customer
1532,Existing Customer
2122,Existing Customer
966,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
1553,Existing Customer
1480,Existing Customer
1816,Existing Customer
0,Existing Customer
751,Attrited Customer
463,Attrited Customer
2092,Existing Customer
1149,Existing Customer
1678,Existing Customer
761,Attrited Customer
1171,Existing Customer
2017,Attrited Customer
1171,Existing Customer
0,Attrited Customer
0,Attrited Customer
2068,Existing Customer
1823,Existing Customer
0,Attrited Customer
2517,Attrited Customer
0,Attrited Customer
2517,Attrited Customer
1559,Existing Customer
1946,Existing Customer
1660,Existing Customer
1525,Existing Customer
400,Attrited Customer
2517,Existing Customer
230,Attrited Customer
0,Existing Customer
2517,Existing Customer
2517,Existing Customer
917,Existing Customer
1473,Attrited Customer
1763,Existing Customer
0,Attrited Customer
1661,Existing Customer
660,Attrited Customer
0,Attrited Customer
994,Existing Customer
1761,Existing Customer
2165,Existing Customer
2517,Existing Customer
1774,Existing Customer
1195,Existing Customer
0,Existing Customer
656,Existing Customer
0,Attrited Customer
766,Existing Customer
1523,Existing Customer
1200,Existing Customer
2253,Existing Customer
1288,Existing Customer
1595,Existing Customer
0,Existing Customer
1476,Existing Customer
550,Attrited Customer
1882,Existing Customer
0,Attrited Customer
1168,Existing Customer
829,Attrited Customer
0,Existing Customer
1409,Existing Customer
0,Existing Customer
0,Attrited Customer
482,Existing Customer
0,Attrited Customer
1593,Existing Customer
0,Attrited Customer
0,Attrited Customer
1139,Existing Customer
995,Existing Customer
1432,Existing Customer
1442,Existing Customer
1549,Existing Customer
0,Attrited Customer
2517,Attrited Customer
1687,Existing Customer
1613,Existing Customer
1264,Existing Customer
1642,Existing Customer
2286,Existing Customer
739,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
1563,Existing Customer
874,Existing Customer
2517,Attrited Customer
0,Existing Customer
1984,Existing Customer
1556,Existing Customer
0,Attrited Customer
493,Existing Customer
892,Existing Customer
1640,Existing Customer
0,Attrited Customer
0,Attrited Customer
1652,Existing Customer
1850,Existing Customer
1981,Existing Customer
1790,Existing Customer
0,Existing Customer
0,Attrited Customer
1696,Existing Customer
924,Existing Customer
1294,Existing Customer
1067,Existing Customer
1754,Existing Customer
2420,Existing Customer
2209,Existing Customer
0,Existing Customer
2517,Existing Customer
1313,Existing Customer
2517,Attrited Customer
1300,Existing Customer
1135,Existing Customer
979,Existing Customer
0,Existing Customer
2048,Existing Customer
2311,Existing Customer
1941,Existing Customer
1173,Existing Customer
2045,Existing Customer
199,Attrited Customer
2266,Existing Customer
1681,Existing Customer
2517,Existing Customer
0,Attrited Customer
0,Existing Customer
2413,Existing Customer
0,Attrited Customer
1472,Existing Customer
2201,Attrited Customer
0,Attrited Customer
0,Attrited Customer
1460,Existing Customer
2043,Existing Customer
542,Attrited Customer
2307,Existing Customer
0,Attrited Customer
1774,Existing Customer
2305,Existing Customer
0,Existing Customer
0,Attrited Customer
1101,Existing Customer
1213,Existing Customer
707,Existing Customer
1142,Existing Customer
1384,Existing Customer
817,Existing Customer
0,Attrited Customer
1444,Existing Customer
0,Attrited Customer
1096,Existing Customer
701,Existing Customer
1444,Existing Customer
1315,Existing Customer
532,Attrited Customer
0,Existing Customer
1859,Existing Customer
1671,Existing Customer
1381,Existing Customer
0,Attrited Customer
673,Existing Customer
596,Existing Customer
2272,Existing Customer
2517,Attrited Customer
0,Existing Customer
1254,Existing Customer
1549,Existing Customer
0,Attrited Customer
1491,Existing Customer
2352,Existing Customer
2179,Existing Customer
1534,Attrited Customer
1183,Existing Customer
1735,Existing Customer
630,Existing Customer
2057,Existing Customer
1768,Existing Customer
1489,Attrited Customer
1417,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
159,Attrited Customer
1723,Attrited Customer
1482,Existing Customer
1160,Existing Customer
1175,Existing Customer
1184,Existing Customer
1399,Existing Customer
1784,Existing Customer
1307,Existing Customer
2127,Existing Customer
1643,Existing Customer
0,Attrited Customer
1067,Existing Customer
1244,Existing Customer
779,Existing Customer
0,Existing Customer
1007,Existing Customer
1336,Existing Customer
0,Existing Customer
0,Attrited Customer
1449,Attrited Customer
0,Existing Customer
0,Attrited Customer
2517,Attrited Customer
534,Attrited Customer
1784,Existing Customer
1180,Attrited Customer
0,Attrited Customer
1917,Existing Customer
1368,Existing Customer
2517,Existing Customer
0,Existing Customer
1889,Existing Customer
2028,Existing Customer
1232,Existing Customer
2517,Existing Customer
821,Attrited Customer
0,Attrited Customer
1200,Existing Customer
1870,Existing Customer
1144,Existing Customer
1801,Existing Customer
1720,Existing Customer
1239,Existing Customer
1275,Existing Customer
2470,Existing Customer
2517,Existing Customer
2517,Existing Customer
1212,Existing Customer
1243,Existing Customer
1500,Existing Customer
0,Existing Customer
1987,Existing Customer
888,Existing Customer
1529,Existing Customer
1972,Existing Customer
0,Existing Customer
1696,Existing Customer
1388,Existing Customer
0,Attrited Customer
798,Existing Customer
1875,Existing Customer
0,Attrited Customer
1743,Existing Customer
743,Attrited Customer
1334,Existing Customer
1644,Attrited Customer
476,Attrited Customer
0,Existing Customer
1091,Existing Customer
1569,Existing Customer
0,Attrited Customer
2517,Attrited Customer
0,Existing Customer
1558,Existing Customer
2241,Existing Customer
1909,Existing Customer
2109,Existing Customer
606,Existing Customer
1851,Existing Customer
0,Attrited Customer
1961,Attrited Customer
