"Total_Ct_Chng_Q4_Q1","Attrition_Flag"
0.821,Attrited Customer
0.654,Attrited Customer
0.5,Existing Customer
0.949,Existing Customer
0.825,Existing Customer
0.673,Existing Customer
0.639,Attrited Customer
0.556,Existing Customer
0.766,Existing Customer
0.804,Existing Customer
0.711,Existing Customer
0.643,Existing Customer
0.93,Existing Customer
0.744,Existing Customer
0.638,Existing Customer
0.854,Existing Customer
0.729,Existing Customer
0.681,Existing Customer
1.258,Existing Customer
1.111,Attrited Customer
0.756,Existing Customer
0.694,Existing Customer
0.56,Attrited Customer
0.824,Existing Customer
0.804,Existing Customer
0.667,Existing Customer
0.63,Existing Customer
0.717,Existing Customer
0.822,Existing Customer
0.552,Attrited Customer
0.952,Existing Customer
0.72,Existing Customer
0.5,Attrited Customer
1.583,Existing Customer
0.5,Attrited Customer
0.694,Existing Customer
0.696,Existing Customer
0.681,Existing Customer
0.854,Existing Customer
0.8,Existing Customer
1.086,Existing Customer
0.761,Existing Customer
0.63,Existing Customer
0.867,Existing Customer
0.654,Attrited Customer
0.421,Existing Customer
0.943,Existing Customer
0.731,Existing Customer
0.87,Attrited Customer
0.511,Existing Customer
0.744,Existing Customer
0.9,Existing Customer
0.788,Attrited Customer
0.549,Existing Customer
0.667,Existing Customer
0.864,Existing Customer
0.783,Existing Customer
0.63,Attrited Customer
0.923,Existing Customer
0.756,Existing Customer
0.517,Attrited Customer
0.545,Existing Customer
0.861,Existing Customer
0.837,Existing Customer
0.587,Existing Customer
0.6,Existing Customer
0.816,Existing Customer
0.596,Existing Customer
0.414,Attrited Customer
0.69,Existing Customer
0.935,Existing Customer
0.696,Existing Customer
0.81,Existing Customer
0.579,Existing Customer
1.273,Attrited Customer
0.654,Existing Customer
0.903,Existing Customer
0.745,Existing Customer
0.517,Attrited Customer
0.74,Existing Customer
0.698,Existing Customer
0.0,Attrited Customer
0.536,Existing Customer
0.708,Existing Customer
0.805,Existing Customer
0.379,Attrited Customer
0.655,Existing Customer
0.718,Existing Customer
0.913,Existing Customer
0.556,Attrited Customer
0.854,Existing Customer
0.667,Existing Customer
0.571,Existing Customer
0.6,Existing Customer
0.882,Existing Customer
0.681,Existing Customer
0.585,Existing Customer
0.387,Attrited Customer
0.973,Existing Customer
1.029,Existing Customer
0.85,Existing Customer
0.897,Existing Customer
0.809,Existing Customer
0.789,Existing Customer
0.522,Attrited Customer
0.763,Existing Customer
1.115,Existing Customer
0.676,Existing Customer
0.755,Existing Customer
0.406,Attrited Customer
0.694,Existing Customer
0.452,Attrited Customer
0.75,Existing Customer
0.614,Existing Customer
0.561,Existing Customer
0.406,Attrited Customer
0.359,Attrited Customer
0.296,Attrited Customer
0.844,Existing Customer
0.714,Existing Customer
0.724,Attrited Customer
0.75,Existing Customer
0.737,Existing Customer
0.721,Existing Customer
0.655,Attrited Customer
0.6,Existing Customer
0.5,Attrited Customer
0.536,Attrited Customer
0.902,Existing Customer
0.829,Existing Customer
0.565,Attrited Customer
0.644,Existing Customer
0.72,Attrited Customer
1.034,Existing Customer
0.804,Existing Customer
0.795,Existing Customer
0.619,Existing Customer
0.516,Attrited Customer
1.028,Existing Customer
0.818,Existing Customer
0.766,Existing Customer
0.848,Existing Customer
0.95,Existing Customer
0.868,Existing Customer
0.857,Existing Customer
0.5,Attrited Customer
0.762,Existing Customer
0.628,Existing Customer
0.786,Existing Customer
0.848,Existing Customer
0.711,Existing Customer
0.714,Attrited Customer
0.562,Existing Customer
0.8,Existing Customer
0.822,Existing Customer
0.641,Existing Customer
0.355,Attrited Customer
0.429,Attrited Customer
0.408,Existing Customer
0.605,Existing Customer
0.452,Attrited Customer
0.833,Existing Customer
0.783,Existing Customer
0.786,Existing Customer
0.509,Existing Customer
0.511,Existing Customer
0.357,Attrited Customer
0.694,Existing Customer
0.846,Existing Customer
0.609,Attrited Customer
0.63,Existing Customer
0.933,Existing Customer
0.78,Existing Customer
0.764,Existing Customer
0.864,Existing Customer
0.81,Existing Customer
0.617,Existing Customer
0.946,Existing Customer
0.976,Existing Customer
0.761,Existing Customer
0.78,Existing Customer
0.604,Existing Customer
0.76,Existing Customer
0.946,Existing Customer
0.636,Existing Customer
0.52,Attrited Customer
0.545,Existing Customer
0.63,Existing Customer
0.714,Existing Customer
0.55,Attrited Customer
0.562,Attrited Customer
0.653,Existing Customer
0.296,Attrited Customer
0.681,Existing Customer
0.778,Attrited Customer
0.651,Existing Customer
0.833,Existing Customer
0.69,Attrited Customer
0.76,Existing Customer
0.519,Attrited Customer
0.723,Existing Customer
0.812,Existing Customer
0.673,Existing Customer
0.552,Attrited Customer
0.66,Existing Customer
0.745,Existing Customer
0.755,Existing Customer
0.647,Attrited Customer
0.642,Existing Customer
0.744,Existing Customer
0.972,Existing Customer
1.474,Existing Customer
0.897,Attrited Customer
0.528,Existing Customer
0.676,Attrited Customer
0.519,Attrited Customer
0.577,Attrited Customer
0.833,Existing Customer
0.826,Existing Customer
0.441,Attrited Customer
0.721,Existing Customer
0.424,Attrited Customer
0.63,Existing Customer
0.714,Existing Customer
0.812,Existing Customer
0.766,Existing Customer
0.739,Existing Customer
1.029,Existing Customer
0.661,Existing Customer
0.488,Existing Customer
1.0,Existing Customer
0.778,Existing Customer
0.9,Existing Customer
0.594,Attrited Customer
0.489,Existing Customer
0.667,Existing Customer
0.667,Existing Customer
0.81,Existing Customer
0.787,Existing Customer
0.614,Existing Customer
0.531,Existing Customer
0.931,Existing Customer
0.481,Attrited Customer
1.053,Existing Customer
0.64,Existing Customer
0.312,Attrited Customer
0.667,Existing Customer
0.756,Existing Customer
0.714,Existing Customer
0.8,Existing Customer
0.459,Attrited Customer
0.864,Existing Customer
0.773,Existing Customer
0.9,Existing Customer
0.591,Attrited Customer
0.878,Existing Customer
0.881,Existing Customer
0.519,Attrited Customer
0.96,Attrited Customer
0.814,Existing Customer
0.543,Existing Customer
0.676,Existing Customer
0.656,Attrited Customer
0.707,Existing Customer
0.742,Attrited Customer
0.706,Existing Customer
0.292,Attrited Customer
0.771,Existing Customer
0.516,Existing Customer
0.5,Attrited Customer
0.976,Existing Customer
0.891,Existing Customer
0.769,Existing Customer
0.917,Existing Customer
0.641,Existing Customer
0.786,Existing Customer
0.653,Existing Customer
0.878,Existing Customer
0.976,Existing Customer
0.654,Existing Customer
0.75,Existing Customer
0.706,Existing Customer
0.738,Existing Customer
1.333,Existing Customer
0.884,Existing Customer
0.571,Attrited Customer
0.667,Attrited Customer
0.729,Existing Customer
0.619,Existing Customer
0.947,Existing Customer
0.684,Existing Customer
0.711,Existing Customer
1.049,Existing Customer
0.767,Existing Customer
0.68,Existing Customer
0.878,Existing Customer
0.907,Existing Customer
0.917,Existing Customer
0.854,Existing Customer
0.692,Existing Customer
0.951,Existing Customer
0.921,Existing Customer
0.846,Existing Customer
0.686,Existing Customer
0.69,Existing Customer
0.649,Existing Customer
0.516,Existing Customer
0.61,Existing Customer
0.919,Existing Customer
0.841,Existing Customer
0.551,Existing Customer
0.796,Existing Customer
0.683,Existing Customer
0.685,Existing Customer
0.886,Existing Customer
0.562,Existing Customer
0.737,Existing Customer
1.212,Existing Customer
0.561,Existing Customer
0.795,Existing Customer
0.607,Existing Customer
0.761,Existing Customer
0.2,Attrited Customer
0.8,Existing Customer
0.582,Existing Customer
0.68,Existing Customer
0.891,Existing Customer
0.905,Existing Customer
0.683,Existing Customer
0.795,Existing Customer
0.592,Existing Customer
1.053,Existing Customer
0.414,Attrited Customer
0.333,Attrited Customer
0.787,Existing Customer
0.864,Existing Customer
0.784,Existing Customer
0.452,Attrited Customer
0.6,Attrited Customer
0.822,Existing Customer
0.756,Existing Customer
0.792,Existing Customer
0.667,Existing Customer
0.806,Attrited Customer
0.767,Existing Customer
0.944,Existing Customer
0.625,Existing Customer
0.6,Existing Customer
0.703,Existing Customer
0.857,Existing Customer
0.75,Existing Customer
0.804,Existing Customer
0.622,Existing Customer
0.769,Existing Customer
0.795,Existing Customer
0.74,Existing Customer
0.614,Existing Customer
0.7,Existing Customer
0.761,Existing Customer
0.29,Attrited Customer
0.706,Existing Customer
0.674,Existing Customer
0.634,Existing Customer
0.556,Attrited Customer
0.645,Attrited Customer
0.303,Attrited Customer
0.868,Existing Customer
0.406,Attrited Customer
0.9,Existing Customer
1.188,Existing Customer
0.318,Attrited Customer
0.607,Attrited Customer
0.744,Existing Customer
0.717,Existing Customer
0.761,Existing Customer
0.345,Attrited Customer
0.86,Existing Customer
0.54,Existing Customer
0.76,Existing Customer
0.694,Existing Customer
0.949,Existing Customer
0.659,Existing Customer
0.907,Existing Customer
0.762,Existing Customer
0.8,Existing Customer
0.698,Existing Customer
0.643,Existing Customer
0.74,Existing Customer
1.027,Existing Customer
0.607,Existing Customer
0.927,Existing Customer
0.741,Existing Customer
0.9,Existing Customer
0.667,Existing Customer
0.763,Existing Customer
0.857,Existing Customer
0.5,Attrited Customer
0.643,Existing Customer
0.976,Existing Customer
0.679,Existing Customer
0.756,Existing Customer
1.029,Existing Customer
0.614,Existing Customer
1.056,Existing Customer
0.75,Existing Customer
0.704,Existing Customer
0.878,Existing Customer
0.571,Existing Customer
0.355,Attrited Customer
1.114,Existing Customer
0.88,Existing Customer
0.646,Existing Customer
0.45,Existing Customer
0.68,Existing Customer
0.706,Existing Customer
0.682,Attrited Customer
0.761,Existing Customer
0.717,Existing Customer
1.171,Existing Customer
0.638,Existing Customer
0.848,Existing Customer
0.618,Attrited Customer
0.857,Existing Customer
0.723,Existing Customer
0.592,Existing Customer
0.029,Attrited Customer
0.949,Existing Customer
0.808,Attrited Customer
0.756,Existing Customer
0.645,Attrited Customer
0.231,Attrited Customer
0.698,Existing Customer
0.7,Existing Customer
0.8,Existing Customer
0.692,Existing Customer
0.375,Attrited Customer
0.686,Existing Customer
0.795,Existing Customer
0.604,Existing Customer
0.776,Existing Customer
0.825,Existing Customer
1.161,Existing Customer
0.568,Attrited Customer
0.529,Attrited Customer
0.895,Existing Customer
0.739,Existing Customer
0.321,Attrited Customer
0.921,Existing Customer
0.688,Existing Customer
0.978,Existing Customer
0.729,Existing Customer
0.562,Attrited Customer
0.783,Existing Customer
0.725,Existing Customer
0.632,Existing Customer
0.476,Existing Customer
0.857,Existing Customer
0.756,Existing Customer
0.444,Existing Customer
0.545,Attrited Customer
0.694,Existing Customer
0.667,Existing Customer
0.923,Existing Customer
0.707,Existing Customer
0.791,Existing Customer
0.868,Existing Customer
0.886,Existing Customer
0.787,Existing Customer
0.686,Existing Customer
0.647,Existing Customer
0.975,Existing Customer
0.694,Existing Customer
0.642,Existing Customer
1.0,Existing Customer
0.61,Existing Customer
0.879,Existing Customer
0.906,Existing Customer
0.478,Attrited Customer
0.739,Existing Customer
0.829,Existing Customer
0.723,Existing Customer
0.783,Existing Customer
0.632,Existing Customer
0.921,Existing Customer
0.596,Existing Customer
0.674,Existing Customer
0.259,Attrited Customer
1.088,Existing Customer
0.891,Existing Customer
0.423,Attrited Customer
1.171,Existing Customer
0.756,Existing Customer
0.84,Attrited Customer
0.64,Attrited Customer
0.462,Attrited Customer
0.6,Attrited Customer
0.816,Existing Customer
0.947,Existing Customer
0.923,Existing Customer
0.433,Attrited Customer
0.676,Existing Customer
0.795,Existing Customer
0.585,Existing Customer
0.884,Existing Customer
0.542,Existing Customer
0.706,Existing Customer
0.761,Existing Customer
0.833,Existing Customer
1.0,Existing Customer
0.938,Existing Customer
0.884,Existing Customer
0.72,Existing Customer
0.864,Existing Customer
0.7,Existing Customer
0.841,Existing Customer
0.712,Existing Customer
0.773,Existing Customer
0.857,Existing Customer
0.321,Attrited Customer
0.588,Attrited Customer
0.357,Attrited Customer
0.897,Existing Customer
0.5,Attrited Customer
0.592,Existing Customer
0.925,Existing Customer
0.407,Attrited Customer
1.346,Existing Customer
0.75,Existing Customer
0.756,Existing Customer
0.765,Existing Customer
0.628,Existing Customer
0.66,Existing Customer
0.52,Attrited Customer
0.729,Existing Customer
0.811,Existing Customer
0.87,Existing Customer
0.851,Existing Customer
0.974,Existing Customer
0.837,Existing Customer
0.694,Existing Customer
0.63,Existing Customer
0.75,Attrited Customer
0.822,Existing Customer
1.12,Existing Customer
0.465,Existing Customer
0.854,Existing Customer
0.655,Existing Customer
0.804,Existing Customer
0.473,Existing Customer
0.732,Existing Customer
0.756,Existing Customer
0.6,Attrited Customer
0.659,Existing Customer
0.745,Existing Customer
0.68,Existing Customer
0.194,Attrited Customer
0.729,Existing Customer
0.625,Existing Customer
0.809,Existing Customer
0.467,Attrited Customer
0.708,Existing Customer
1.179,Existing Customer
0.513,Existing Customer
0.761,Existing Customer
0.875,Existing Customer
0.745,Existing Customer
0.712,Existing Customer
0.387,Attrited Customer
0.733,Existing Customer
0.864,Existing Customer
0.5,Attrited Customer
0.303,Attrited Customer
0.778,Existing Customer
0.355,Attrited Customer
0.69,Existing Customer
0.625,Attrited Customer
0.667,Existing Customer
0.745,Existing Customer
0.778,Existing Customer
0.86,Existing Customer
0.561,Existing Customer
0.488,Existing Customer
0.738,Existing Customer
0.556,Existing Customer
0.723,Existing Customer
0.581,Existing Customer
0.86,Existing Customer
0.857,Existing Customer
0.455,Attrited Customer
0.778,Attrited Customer
0.5,Attrited Customer
0.0,Attrited Customer
0.634,Existing Customer
0.788,Existing Customer
0.925,Existing Customer
0.881,Existing Customer
0.804,Existing Customer
0.407,Attrited Customer
0.643,Existing Customer
0.577,Attrited Customer
0.593,Attrited Customer
0.714,Existing Customer
0.731,Existing Customer
0.75,Existing Customer
0.952,Existing Customer
0.72,Existing Customer
0.448,Attrited Customer
0.882,Existing Customer
0.826,Existing Customer
0.649,Existing Customer
0.604,Existing Customer
0.667,Existing Customer
0.314,Attrited Customer
0.816,Existing Customer
0.735,Existing Customer
0.833,Existing Customer
0.531,Attrited Customer
1.025,Existing Customer
1.026,Existing Customer
0.25,Attrited Customer
0.767,Existing Customer
0.673,Existing Customer
0.867,Existing Customer
0.429,Attrited Customer
0.66,Existing Customer
0.761,Existing Customer
1.0,Existing Customer
0.767,Existing Customer
0.889,Existing Customer
0.795,Existing Customer
0.464,Attrited Customer
0.303,Attrited Customer
0.828,Existing Customer
0.5,Existing Customer
0.784,Existing Customer
0.778,Existing Customer
0.617,Existing Customer
0.604,Existing Customer
0.737,Existing Customer
0.643,Existing Customer
0.667,Existing Customer
0.778,Existing Customer
0.872,Existing Customer
0.826,Existing Customer
0.75,Existing Customer
0.621,Attrited Customer
0.8,Attrited Customer
0.795,Existing Customer
0.723,Existing Customer
0.485,Attrited Customer
0.767,Existing Customer
0.9,Existing Customer
0.674,Existing Customer
0.49,Existing Customer
0.841,Existing Customer
0.596,Existing Customer
1.0,Existing Customer
0.833,Existing Customer
0.68,Existing Customer
0.881,Existing Customer
0.696,Existing Customer
0.516,Attrited Customer
0.483,Attrited Customer
0.73,Existing Customer
0.935,Existing Customer
0.638,Existing Customer
0.931,Existing Customer
0.761,Existing Customer
0.409,Attrited Customer
0.489,Existing Customer
0.433,Attrited Customer
0.635,Existing Customer
0.826,Existing Customer
0.766,Existing Customer
0.9,Existing Customer
0.773,Existing Customer
0.3,Attrited Customer
0.921,Existing Customer
0.66,Existing Customer
0.745,Existing Customer
0.643,Attrited Customer
0.688,Existing Customer
0.63,Attrited Customer
0.361,Attrited Customer
0.738,Existing Customer
0.712,Existing Customer
0.367,Attrited Customer
0.977,Existing Customer
0.657,Existing Customer
0.643,Existing Customer
0.471,Existing Customer
0.745,Existing Customer
0.978,Existing Customer
0.739,Existing Customer
0.5,Attrited Customer
0.655,Existing Customer
0.651,Existing Customer
0.68,Existing Customer
0.593,Existing Customer
1.083,Attrited Customer
0.682,Existing Customer
0.848,Existing Customer
0.778,Existing Customer
0.638,Existing Customer
0.773,Existing Customer
0.296,Attrited Customer
0.756,Existing Customer
0.696,Existing Customer
0.725,Existing Customer
0.429,Attrited Customer
0.432,Existing Customer
1.025,Existing Customer
0.862,Existing Customer
0.615,Existing Customer
0.591,Existing Customer
0.907,Existing Customer
0.854,Existing Customer
0.679,Existing Customer
0.685,Existing Customer
0.776,Existing Customer
0.607,Attrited Customer
0.694,Attrited Customer
0.575,Attrited Customer
0.541,Attrited Customer
0.614,Existing Customer
0.791,Existing Customer
0.567,Existing Customer
0.786,Existing Customer
0.66,Existing Customer
0.636,Existing Customer
0.804,Existing Customer
0.318,Attrited Customer
0.771,Existing Customer
0.593,Existing Customer
0.771,Existing Customer
0.95,Existing Customer
0.557,Existing Customer
0.872,Existing Customer
0.976,Existing Customer
0.667,Existing Customer
0.976,Existing Customer
0.759,Existing Customer
0.7,Existing Customer
0.804,Existing Customer
0.778,Existing Customer
0.617,Existing Customer
0.643,Existing Customer
0.929,Existing Customer
1.081,Existing Customer
0.529,Existing Customer
0.755,Existing Customer
0.833,Existing Customer
0.421,Existing Customer
0.651,Existing Customer
0.776,Existing Customer
0.804,Existing Customer
0.867,Existing Customer
0.78,Existing Customer
0.854,Existing Customer
0.822,Existing Customer
0.82,Existing Customer
0.355,Attrited Customer
0.627,Existing Customer
0.932,Existing Customer
0.367,Attrited Customer
0.75,Attrited Customer
0.702,Existing Customer
0.623,Existing Customer
0.765,Existing Customer
0.763,Existing Customer
0.674,Existing Customer
0.533,Existing Customer
0.69,Existing Customer
0.7,Existing Customer
0.843,Existing Customer
0.66,Existing Customer
0.71,Existing Customer
0.864,Existing Customer
0.69,Existing Customer
0.977,Existing Customer
0.68,Existing Customer
0.75,Existing Customer
0.75,Existing Customer
0.975,Existing Customer
0.75,Existing Customer
0.667,Existing Customer
0.667,Attrited Customer
0.765,Existing Customer
1.0,Existing Customer
0.919,Existing Customer
0.794,Existing Customer
0.725,Existing Customer
0.923,Existing Customer
0.63,Existing Customer
0.558,Existing Customer
0.7,Existing Customer
0.857,Existing Customer
0.448,Attrited Customer
0.907,Existing Customer
0.757,Existing Customer
0.712,Existing Customer
0.947,Existing Customer
0.894,Existing Customer
0.71,Attrited Customer
0.837,Existing Customer
0.925,Existing Customer
0.923,Existing Customer
0.812,Existing Customer
0.652,Attrited Customer
0.805,Existing Customer
0.854,Existing Customer
0.387,Attrited Customer
0.659,Existing Customer
0.771,Existing Customer
0.791,Existing Customer
0.72,Existing Customer
1.2,Existing Customer
0.75,Existing Customer
0.615,Existing Customer
0.762,Existing Customer
0.881,Existing Customer
0.821,Existing Customer
0.826,Existing Customer
1.206,Existing Customer
0.63,Existing Customer
0.581,Attrited Customer
0.659,Existing Customer
0.444,Attrited Customer
0.818,Existing Customer
0.66,Existing Customer
0.882,Existing Customer
0.919,Existing Customer
0.829,Existing Customer
0.517,Existing Customer
0.72,Existing Customer
1.051,Existing Customer
0.667,Existing Customer
0.643,Existing Customer
0.464,Attrited Customer
0.267,Attrited Customer
0.977,Existing Customer
1.135,Existing Customer
0.905,Existing Customer
0.972,Existing Customer
0.923,Existing Customer
0.864,Existing Customer
0.804,Existing Customer
0.853,Existing Customer
0.55,Existing Customer
0.776,Existing Customer
0.821,Existing Customer
0.891,Existing Customer
0.722,Existing Customer
0.804,Existing Customer
0.634,Existing Customer
0.455,Existing Customer
0.745,Existing Customer
0.64,Existing Customer
0.86,Existing Customer
0.976,Existing Customer
0.865,Existing Customer
0.5,Attrited Customer
0.818,Existing Customer
0.929,Existing Customer
0.653,Existing Customer
0.621,Attrited Customer
0.692,Existing Customer
0.531,Attrited Customer
0.791,Existing Customer
0.786,Existing Customer
0.642,Existing Customer
0.791,Existing Customer
0.661,Existing Customer
0.714,Existing Customer
0.66,Existing Customer
0.744,Existing Customer
0.76,Existing Customer
0.608,Existing Customer
0.851,Existing Customer
0.87,Existing Customer
0.609,Existing Customer
0.63,Existing Customer
0.925,Existing Customer
0.792,Existing Customer
0.729,Existing Customer
0.731,Attrited Customer
0.842,Existing Customer
1.111,Existing Customer
0.694,Existing Customer
0.913,Attrited Customer
0.829,Existing Customer
0.923,Existing Customer
0.75,Existing Customer
1.071,Existing Customer
0.708,Existing Customer
0.925,Existing Customer
0.706,Existing Customer
0.642,Existing Customer
0.739,Existing Customer
0.574,Existing Customer
0.804,Existing Customer
0.702,Existing Customer
0.547,Existing Customer
0.512,Existing Customer
0.66,Existing Customer
1.0,Existing Customer
0.667,Existing Customer
0.742,Attrited Customer
0.651,Existing Customer
0.841,Existing Customer
0.972,Existing Customer
1.174,Existing Customer
0.95,Existing Customer
0.854,Existing Customer
0.452,Attrited Customer
0.698,Existing Customer
0.673,Existing Customer
0.909,Existing Customer
0.733,Existing Customer
0.739,Attrited Customer
0.667,Existing Customer
0.745,Existing Customer
0.647,Attrited Customer
1.217,Attrited Customer
0.784,Existing Customer
0.667,Existing Customer
0.864,Existing Customer
0.725,Existing Customer
0.84,Existing Customer
0.759,Existing Customer
1.194,Existing Customer
0.744,Existing Customer
0.905,Existing Customer
0.759,Attrited Customer
0.706,Existing Customer
0.857,Existing Customer
0.634,Existing Customer
0.755,Existing Customer
0.643,Existing Customer
0.56,Attrited Customer
0.717,Existing Customer
0.829,Existing Customer
0.591,Attrited Customer
0.778,Existing Customer
0.586,Attrited Customer
0.551,Existing Customer
1.083,Existing Customer
0.886,Existing Customer
0.417,Attrited Customer
0.882,Existing Customer
0.727,Existing Customer
0.929,Existing Customer
0.6,Existing Customer
0.9,Existing Customer
0.745,Existing Customer
0.583,Attrited Customer
0.742,Attrited Customer
0.75,Existing Customer
0.766,Existing Customer
0.667,Existing Customer
0.227,Attrited Customer
0.696,Existing Customer
1.0,Attrited Customer
0.884,Existing Customer
1.023,Existing Customer
0.627,Existing Customer
0.944,Existing Customer
0.679,Existing Customer
0.673,Existing Customer
0.655,Existing Customer
0.566,Existing Customer
0.719,Existing Customer
0.804,Existing Customer
0.628,Existing Customer
0.508,Existing Customer
0.569,Existing Customer
0.818,Existing Customer
0.509,Existing Customer
0.638,Existing Customer
0.667,Existing Customer
0.571,Existing Customer
0.586,Existing Customer
0.467,Existing Customer
0.744,Existing Customer
0.654,Existing Customer
0.596,Existing Customer
0.623,Existing Customer
0.633,Existing Customer
0.7,Existing Customer
0.667,Existing Customer
0.529,Existing Customer
0.632,Existing Customer
0.471,Attrited Customer
0.574,Existing Customer
0.509,Existing Customer
0.611,Existing Customer
0.917,Existing Customer
0.604,Existing Customer
0.439,Attrited Customer
0.565,Existing Customer
0.508,Existing Customer
0.561,Existing Customer
0.582,Existing Customer
0.582,Existing Customer
0.509,Existing Customer
0.576,Existing Customer
0.655,Existing Customer
0.696,Existing Customer
0.544,Existing Customer
0.54,Existing Customer
0.63,Existing Customer
0.458,Existing Customer
0.534,Existing Customer
0.544,Existing Customer
0.412,Existing Customer
0.814,Existing Customer
0.705,Existing Customer
0.576,Existing Customer
0.571,Existing Customer
0.589,Existing Customer
0.7,Existing Customer
0.717,Existing Customer
0.826,Existing Customer
0.706,Existing Customer
0.607,Existing Customer
0.635,Existing Customer
0.645,Attrited Customer
0.617,Existing Customer
0.333,Attrited Customer
0.603,Existing Customer
0.647,Existing Customer
0.614,Existing Customer
0.643,Existing Customer
0.733,Existing Customer
0.708,Existing Customer
0.604,Existing Customer
0.791,Existing Customer
0.608,Existing Customer
0.679,Existing Customer
0.603,Existing Customer
0.708,Existing Customer
0.577,Existing Customer
0.729,Existing Customer
0.684,Existing Customer
0.905,Existing Customer
0.66,Existing Customer
0.608,Existing Customer
0.673,Existing Customer
0.614,Existing Customer
0.589,Existing Customer
0.673,Existing Customer
0.54,Existing Customer
0.667,Existing Customer
0.638,Existing Customer
0.608,Existing Customer
0.492,Existing Customer
0.7,Existing Customer
0.526,Existing Customer
0.574,Existing Customer
0.767,Existing Customer
0.633,Existing Customer
0.561,Existing Customer
0.648,Existing Customer
0.721,Existing Customer
0.564,Existing Customer
0.787,Existing Customer
0.486,Attrited Customer
0.627,Existing Customer
0.632,Existing Customer
0.68,Existing Customer
0.738,Existing Customer
0.579,Existing Customer
0.647,Existing Customer
0.75,Existing Customer
0.673,Existing Customer
0.544,Existing Customer
0.688,Existing Customer
0.729,Existing Customer
0.667,Existing Customer
0.815,Attrited Customer
0.806,Attrited Customer
0.5,Existing Customer
0.702,Existing Customer
0.745,Existing Customer
0.63,Existing Customer
0.635,Existing Customer
0.6,Existing Customer
0.736,Existing Customer
0.729,Existing Customer
0.486,Attrited Customer
0.618,Existing Customer
0.639,Attrited Customer
0.633,Existing Customer
0.644,Existing Customer
0.724,Attrited Customer
0.581,Existing Customer
0.609,Existing Customer
0.586,Existing Customer
0.64,Existing Customer
0.596,Existing Customer
0.783,Existing Customer
0.821,Existing Customer
0.295,Attrited Customer
0.463,Attrited Customer
0.491,Existing Customer
0.875,Existing Customer
0.434,Existing Customer
0.875,Existing Customer
0.682,Existing Customer
0.485,Existing Customer
0.611,Attrited Customer
0.541,Attrited Customer
0.682,Existing Customer
0.639,Attrited Customer
0.608,Existing Customer
0.432,Attrited Customer
0.538,Existing Customer
0.593,Existing Customer
0.642,Existing Customer
0.537,Existing Customer
0.655,Attrited Customer
0.661,Existing Customer
0.705,Existing Customer
0.593,Existing Customer
0.544,Existing Customer
0.738,Existing Customer
0.635,Existing Customer
0.559,Attrited Customer
0.608,Existing Customer
0.487,Attrited Customer
0.508,Existing Customer
0.569,Existing Customer
0.688,Existing Customer
0.54,Existing Customer
0.596,Existing Customer
0.596,Existing Customer
0.567,Existing Customer
0.725,Existing Customer
0.548,Attrited Customer
0.731,Existing Customer
0.608,Existing Customer
0.776,Existing Customer
0.59,Existing Customer
0.588,Existing Customer
0.492,Existing Customer
0.681,Existing Customer
0.755,Existing Customer
0.648,Existing Customer
0.596,Existing Customer
0.522,Existing Customer
0.654,Existing Customer
0.533,Existing Customer
0.474,Attrited Customer
0.857,Existing Customer
0.341,Attrited Customer
0.685,Existing Customer
0.707,Existing Customer
0.672,Existing Customer
0.512,Attrited Customer
0.679,Existing Customer
0.913,Existing Customer
0.667,Existing Customer
0.635,Existing Customer
0.509,Existing Customer
0.708,Existing Customer
0.627,Existing Customer
0.673,Existing Customer
0.623,Existing Customer
0.545,Existing Customer
0.686,Existing Customer
0.54,Existing Customer
0.714,Existing Customer
0.625,Existing Customer
0.372,Attrited Customer
0.395,Attrited Customer
0.465,Attrited Customer
0.527,Existing Customer
0.681,Existing Customer
0.688,Existing Customer
0.647,Existing Customer
0.62,Existing Customer
0.485,Attrited Customer
0.564,Existing Customer
0.469,Existing Customer
0.745,Existing Customer
0.449,Existing Customer
0.585,Existing Customer
0.532,Existing Customer
0.787,Existing Customer
0.549,Existing Customer
0.562,Existing Customer
0.395,Attrited Customer
0.571,Existing Customer
0.561,Existing Customer
0.569,Existing Customer
0.554,Existing Customer
0.588,Existing Customer
0.527,Existing Customer
0.815,Existing Customer
0.708,Existing Customer
0.548,Existing Customer
0.654,Existing Customer
0.86,Existing Customer
0.429,Existing Customer
0.59,Existing Customer
0.435,Existing Customer
0.722,Existing Customer
0.583,Existing Customer
0.5,Existing Customer
0.629,Existing Customer
0.579,Existing Customer
0.552,Existing Customer
0.607,Existing Customer
0.576,Existing Customer
0.7,Existing Customer
0.465,Attrited Customer
0.656,Existing Customer
0.586,Existing Customer
0.472,Existing Customer
0.691,Existing Customer
0.704,Existing Customer
0.644,Existing Customer
0.532,Existing Customer
0.5,Existing Customer
0.64,Existing Customer
0.6,Attrited Customer
0.478,Existing Customer
0.704,Existing Customer
0.535,Existing Customer
0.469,Existing Customer
0.685,Existing Customer
0.316,Attrited Customer
0.611,Existing Customer
0.655,Existing Customer
0.68,Existing Customer
0.37,Attrited Customer
0.815,Existing Customer
0.623,Existing Customer
0.5,Existing Customer
0.589,Existing Customer
0.898,Existing Customer
0.562,Existing Customer
0.764,Existing Customer
0.556,Existing Customer
0.878,Existing Customer
0.409,Existing Customer
0.542,Existing Customer
0.559,Existing Customer
0.582,Existing Customer
0.75,Existing Customer
