"Total_Trans_Ct","Attrition_Flag"
82,Existing Customer
75,Existing Customer
82,Existing Customer
71,Existing Customer
57,Attrited Customer
60,Attrited Customer
79,Existing Customer
75,Existing Customer
76,Existing Customer
75,Existing Customer
74,Existing Customer
101,Existing Customer
58,Attrited Customer
57,Attrited Customer
74,Existing Customer
59,Attrited Customer
82,Existing Customer
53,Attrited Customer
80,Existing Customer
86,Existing Customer
87,Existing Customer
83,Existing Customer
48,Attrited Customer
93,Existing Customer
75,Existing Customer
86,Existing Customer
88,Existing Customer
106,Existing Customer
85,Existing Customer
53,Attrited Customer
82,Existing Customer
58,Attrited Customer
98,Existing Customer
80,Existing Customer
81,Existing Customer
77,Existing Customer
91,Existing Customer
91,Existing Customer
94,Existing Customer
69,Existing Customer
48,Attrited Customer
90,Existing Customer
82,Existing Customer
87,Existing Customer
97,Existing Customer
81,Existing Customer
94,Existing Customer
79,Existing Customer
86,Existing Customer
89,Existing Customer
91,Existing Customer
102,Existing Customer
86,Existing Customer
92,Existing Customer
56,Attrited Customer
65,Existing Customer
55,Attrited Customer
91,Existing Customer
99,Existing Customer
107,Existing Customer
65,Attrited Customer
94,Existing Customer
88,Existing Customer
85,Existing Customer
85,Existing Customer
86,Existing Customer
82,Existing Customer
83,Existing Customer
87,Existing Customer
86,Existing Customer
85,Existing Customer
86,Existing Customer
97,Existing Customer
72,Existing Customer
91,Existing Customer
59,Attrited Customer
53,Attrited Customer
63,Attrited Customer
84,Existing Customer
79,Existing Customer
81,Existing Customer
84,Existing Customer
81,Existing Customer
49,Attrited Customer
86,Existing Customer
94,Existing Customer
82,Existing Customer
100,Existing Customer
84,Existing Customer
95,Existing Customer
84,Existing Customer
79,Existing Customer
100,Existing Customer
53,Attrited Customer
88,Existing Customer
89,Existing Customer
102,Existing Customer
87,Existing Customer
81,Existing Customer
84,Existing Customer
98,Existing Customer
82,Existing Customer
96,Existing Customer
86,Existing Customer
80,Existing Customer
90,Existing Customer
97,Existing Customer
99,Existing Customer
93,Existing Customer
95,Existing Customer
99,Existing Customer
101,Existing Customer
90,Existing Customer
90,Existing Customer
90,Existing Customer
93,Existing Customer
85,Existing Customer
63,Attrited Customer
101,Existing Customer
92,Existing Customer
106,Existing Customer
93,Existing Customer
92,Existing Customer
74,Existing Customer
95,Existing Customer
90,Existing Customer
82,Existing Customer
48,Attrited Customer
102,Existing Customer
92,Existing Customer
109,Existing Customer
94,Existing Customer
91,Existing Customer
50,Attrited Customer
87,Existing Customer
91,Existing Customer
84,Existing Customer
63,Attrited Customer
118,Existing Customer
99,Existing Customer
90,Existing Customer
89,Existing Customer
93,Existing Customer
100,Existing Customer
97,Existing Customer
98,Existing Customer
92,Existing Customer
93,Existing Customer
91,Existing Customer
92,Existing Customer
87,Existing Customer
105,Existing Customer
89,Existing Customer
88,Existing Customer
54,Attrited Customer
99,Existing Customer
94,Existing Customer
83,Existing Customer
40,Attrited Customer
94,Existing Customer
100,Existing Customer
102,Existing Customer
100,Existing Customer
98,Existing Customer
56,Attrited Customer
88,Existing Customer
83,Existing Customer
74,Attrited Customer
83,Existing Customer
42,Attrited Customer
91,Existing Customer
91,Existing Customer
104,Existing Customer
99,Existing Customer
100,Existing Customer
108,Existing Customer
95,Existing Customer
73,Attrited Customer
94,Existing Customer
103,Existing Customer
109,Existing Customer
88,Existing Customer
98,Existing Customer
95,Existing Customer
88,Existing Customer
122,Existing Customer
100,Existing Customer
109,Existing Customer
92,Existing Customer
105,Existing Customer
100,Existing Customer
82,Existing Customer
96,Existing Customer
103,Existing Customer
88,Existing Customer
101,Existing Customer
100,Existing Customer
103,Existing Customer
97,Existing Customer
85,Existing Customer
85,Existing Customer
99,Existing Customer
99,Existing Customer
94,Existing Customer
113,Existing Customer
112,Existing Customer
52,Attrited Customer
95,Existing Customer
106,Existing Customer
94,Existing Customer
105,Existing Customer
111,Existing Customer
62,Attrited Customer
97,Existing Customer
104,Existing Customer
101,Existing Customer
106,Existing Customer
88,Existing Customer
106,Existing Customer
106,Existing Customer
105,Existing Customer
75,Attrited Customer
97,Existing Customer
68,Attrited Customer
106,Existing Customer
103,Existing Customer
100,Existing Customer
95,Existing Customer
103,Existing Customer
111,Existing Customer
105,Existing Customer
56,Attrited Customer
67,Attrited Customer
127,Existing Customer
84,Existing Customer
97,Existing Customer
114,Existing Customer
94,Existing Customer
101,Existing Customer
105,Existing Customer
97,Existing Customer
86,Existing Customer
106,Existing Customer
78,Attrited Customer
97,Existing Customer
105,Existing Customer
85,Existing Customer
97,Existing Customer
96,Existing Customer
72,Attrited Customer
100,Existing Customer
99,Existing Customer
48,Attrited Customer
90,Existing Customer
103,Existing Customer
54,Attrited Customer
101,Existing Customer
81,Attrited Customer
124,Existing Customer
42,Attrited Customer
118,Existing Customer
110,Existing Customer
57,Attrited Customer
104,Existing Customer
127,Existing Customer
104,Existing Customer
85,Attrited Customer
70,Attrited Customer
59,Attrited Customer
118,Existing Customer
109,Existing Customer
99,Existing Customer
56,Attrited Customer
106,Existing Customer
97,Existing Customer
120,Existing Customer
110,Existing Customer
110,Existing Customer
125,Existing Customer
42,Attrited Customer
100,Existing Customer
121,Existing Customer
122,Existing Customer
104,Existing Customer
110,Existing Customer
117,Existing Customer
117,Existing Customer
71,Attrited Customer
96,Existing Customer
101,Existing Customer
109,Existing Customer
87,Existing Customer
39,Attrited Customer
63,Attrited Customer
117,Existing Customer
114,Existing Customer
100,Existing Customer
66,Attrited Customer
40,Attrited Customer
114,Existing Customer
92,Existing Customer
99,Existing Customer
107,Existing Customer
108,Existing Customer
96,Existing Customer
69,Attrited Customer
77,Attrited Customer
134,Existing Customer
99,Existing Customer
103,Existing Customer
67,Attrited Customer
116,Existing Customer
96,Existing Customer
71,Attrited Customer
101,Existing Customer
61,Attrited Customer
75,Attrited Customer
65,Attrited Customer
53,Attrited Customer
107,Existing Customer
77,Attrited Customer
65,Attrited Customer
51,Attrited Customer
96,Existing Customer
92,Existing Customer
116,Existing Customer
119,Existing Customer
104,Existing Customer
112,Existing Customer
95,Existing Customer
44,Attrited Customer
120,Existing Customer
53,Attrited Customer
106,Existing Customer
120,Existing Customer
102,Existing Customer
98,Existing Customer
124,Existing Customer
104,Existing Customer
97,Existing Customer
120,Existing Customer
127,Existing Customer
129,Existing Customer
80,Attrited Customer
102,Existing Customer
71,Attrited Customer
131,Existing Customer
96,Existing Customer
110,Existing Customer
124,Existing Customer
101,Existing Customer
63,Attrited Customer
68,Attrited Customer
95,Existing Customer
116,Existing Customer
64,Attrited Customer
125,Existing Customer
99,Existing Customer
97,Existing Customer
103,Existing Customer
104,Existing Customer
105,Existing Customer
100,Existing Customer
109,Existing Customer
109,Existing Customer
112,Existing Customer
103,Existing Customer
61,Attrited Customer
127,Existing Customer
105,Existing Customer
69,Attrited Customer
100,Existing Customer
114,Existing Customer
61,Attrited Customer
121,Existing Customer
115,Existing Customer
116,Existing Customer
74,Attrited Customer
128,Existing Customer
119,Existing Customer
114,Existing Customer
111,Existing Customer
64,Attrited Customer
106,Existing Customer
81,Existing Customer
77,Attrited Customer
95,Existing Customer
106,Existing Customer
118,Existing Customer
59,Attrited Customer
106,Existing Customer
73,Attrited Customer
113,Existing Customer
118,Existing Customer
109,Existing Customer
96,Existing Customer
120,Existing Customer
118,Existing Customer
75,Attrited Customer
115,Existing Customer
116,Existing Customer
114,Existing Customer
104,Existing Customer
106,Existing Customer
113,Existing Customer
68,Attrited Customer
105,Existing Customer
74,Attrited Customer
112,Existing Customer
108,Existing Customer
103,Existing Customer
121,Existing Customer
125,Existing Customer
123,Existing Customer
109,Existing Customer
122,Existing Customer
115,Existing Customer
103,Existing Customer
116,Existing Customer
114,Existing Customer
113,Existing Customer
110,Existing Customer
90,Attrited Customer
121,Existing Customer
94,Existing Customer
111,Existing Customer
107,Existing Customer
60,Attrited Customer
69,Attrited Customer
100,Existing Customer
97,Existing Customer
120,Existing Customer
117,Existing Customer
97,Existing Customer
87,Attrited Customer
106,Existing Customer
101,Existing Customer
112,Existing Customer
100,Existing Customer
65,Attrited Customer
51,Attrited Customer
107,Existing Customer
130,Existing Customer
119,Existing Customer
119,Existing Customer
117,Existing Customer
63,Attrited Customer
109,Existing Customer
72,Attrited Customer
99,Existing Customer
103,Existing Customer
105,Existing Customer
112,Existing Customer
110,Existing Customer
123,Existing Customer
95,Existing Customer
104,Existing Customer
107,Existing Customer
115,Existing Customer
70,Attrited Customer
113,Existing Customer
126,Existing Customer
101,Existing Customer
115,Existing Customer
93,Existing Customer
112,Existing Customer
125,Existing Customer
92,Existing Customer
97,Existing Customer
112,Existing Customer
98,Existing Customer
61,Attrited Customer
95,Existing Customer
115,Existing Customer
109,Existing Customer
97,Existing Customer
68,Attrited Customer
95,Existing Customer
112,Existing Customer
96,Existing Customer
63,Attrited Customer
104,Existing Customer
128,Existing Customer
96,Existing Customer
81,Attrited Customer
85,Existing Customer
72,Attrited Customer
110,Existing Customer
120,Existing Customer
99,Existing Customer
102,Existing Customer
111,Existing Customer
66,Attrited Customer
117,Existing Customer
78,Attrited Customer
121,Existing Customer
114,Existing Customer
110,Existing Customer
115,Existing Customer
92,Existing Customer
124,Existing Customer
77,Attrited Customer
71,Attrited Customer
116,Existing Customer
110,Existing Customer
100,Existing Customer
92,Existing Customer
116,Existing Customer
118,Existing Customer
111,Existing Customer
105,Existing Customer
123,Existing Customer
116,Existing Customer
101,Existing Customer
129,Existing Customer
127,Existing Customer
116,Existing Customer
113,Existing Customer
105,Existing Customer
114,Existing Customer
89,Existing Customer
121,Existing Customer
120,Existing Customer
118,Existing Customer
119,Existing Customer
117,Existing Customer
124,Existing Customer
76,Attrited Customer
54,Attrited Customer
121,Existing Customer
111,Existing Customer
51,Attrited Customer
105,Existing Customer
115,Existing Customer
90,Attrited Customer
108,Existing Customer
75,Attrited Customer
101,Existing Customer
54,Attrited Customer
100,Existing Customer
99,Existing Customer
110,Existing Customer
106,Existing Customer
127,Existing Customer
79,Attrited Customer
119,Existing Customer
99,Existing Customer
85,Attrited Customer
114,Existing Customer
128,Existing Customer
61,Attrited Customer
102,Existing Customer
128,Existing Customer
67,Attrited Customer
77,Attrited Customer
53,Attrited Customer
87,Attrited Customer
115,Existing Customer
109,Existing Customer
96,Existing Customer
129,Existing Customer
105,Existing Customer
76,Attrited Customer
111,Existing Customer
104,Existing Customer
125,Existing Customer
123,Existing Customer
116,Existing Customer
122,Existing Customer
113,Existing Customer
100,Existing Customer
92,Existing Customer
121,Existing Customer
122,Existing Customer
105,Existing Customer
69,Attrited Customer
127,Existing Customer
120,Existing Customer
71,Attrited Customer
106,Existing Customer
105,Existing Customer
108,Existing Customer
99,Existing Customer
118,Existing Customer
91,Existing Customer
92,Existing Customer
64,Attrited Customer
102,Existing Customer
128,Existing Customer
118,Existing Customer
92,Existing Customer
102,Existing Customer
74,Attrited Customer
102,Existing Customer
122,Existing Customer
101,Existing Customer
124,Existing Customer
63,Attrited Customer
97,Existing Customer
65,Attrited Customer
73,Attrited Customer
132,Existing Customer
107,Existing Customer
76,Attrited Customer
71,Attrited Customer
119,Existing Customer
110,Existing Customer
123,Existing Customer
118,Existing Customer
108,Existing Customer
62,Attrited Customer
117,Existing Customer
130,Existing Customer
123,Existing Customer
121,Existing Customer
128,Existing Customer
100,Existing Customer
96,Existing Customer
100,Existing Customer
129,Existing Customer
106,Existing Customer
99,Existing Customer
79,Attrited Customer
99,Existing Customer
105,Existing Customer
115,Existing Customer
71,Attrited Customer
120,Existing Customer
108,Existing Customer
106,Existing Customer
86,Attrited Customer
90,Existing Customer
78,Attrited Customer
111,Existing Customer
114,Existing Customer
122,Existing Customer
105,Existing Customer
98,Existing Customer
95,Existing Customer
73,Attrited Customer
100,Existing Customer
63,Attrited Customer
107,Existing Customer
99,Existing Customer
71,Attrited Customer
101,Existing Customer
122,Existing Customer
64,Attrited Customer
82,Attrited Customer
104,Existing Customer
84,Attrited Customer
109,Existing Customer
56,Attrited Customer
110,Existing Customer
88,Existing Customer
112,Existing Customer
98,Existing Customer
112,Existing Customer
124,Existing Customer
130,Existing Customer
115,Existing Customer
75,Attrited Customer
115,Existing Customer
90,Attrited Customer
103,Existing Customer
114,Existing Customer
109,Existing Customer
104,Existing Customer
116,Existing Customer
66,Attrited Customer
75,Attrited Customer
110,Existing Customer
116,Existing Customer
131,Existing Customer
111,Existing Customer
103,Existing Customer
115,Existing Customer
94,Existing Customer
121,Existing Customer
97,Existing Customer
110,Existing Customer
109,Existing Customer
61,Attrited Customer
124,Existing Customer
103,Existing Customer
114,Existing Customer
100,Existing Customer
67,Attrited Customer
113,Existing Customer
103,Existing Customer
113,Existing Customer
102,Existing Customer
76,Attrited Customer
94,Existing Customer
105,Existing Customer
80,Attrited Customer
73,Attrited Customer
93,Existing Customer
97,Existing Customer
106,Existing Customer
108,Existing Customer
74,Attrited Customer
78,Attrited Customer
74,Attrited Customer
116,Existing Customer
123,Existing Customer
113,Existing Customer
120,Existing Customer
40,Attrited Customer
64,Attrited Customer
120,Existing Customer
112,Existing Customer
113,Existing Customer
68,Attrited Customer
94,Existing Customer
72,Attrited Customer
120,Existing Customer
58,Attrited Customer
70,Attrited Customer
124,Existing Customer
111,Existing Customer
58,Attrited Customer
89,Attrited Customer
91,Attrited Customer
74,Attrited Customer
108,Existing Customer
114,Existing Customer
108,Existing Customer
110,Existing Customer
49,Attrited Customer
116,Existing Customer
64,Attrited Customer
94,Existing Customer
128,Existing Customer
120,Existing Customer
114,Existing Customer
70,Attrited Customer
123,Existing Customer
89,Attrited Customer
111,Existing Customer
68,Attrited Customer
69,Attrited Customer
108,Existing Customer
120,Existing Customer
120,Existing Customer
97,Existing Customer
115,Existing Customer
106,Existing Customer
108,Existing Customer
126,Existing Customer
67,Attrited Customer
122,Existing Customer
128,Existing Customer
99,Existing Customer
131,Existing Customer
119,Existing Customer
102,Existing Customer
108,Existing Customer
119,Existing Customer
71,Attrited Customer
116,Existing Customer
70,Attrited Customer
101,Existing Customer
78,Attrited Customer
100,Existing Customer
105,Existing Customer
118,Existing Customer
61,Attrited Customer
111,Existing Customer
84,Attrited Customer
102,Existing Customer
72,Attrited Customer
62,Attrited Customer
124,Existing Customer
101,Existing Customer
125,Existing Customer
99,Existing Customer
124,Existing Customer
76,Attrited Customer
66,Attrited Customer
119,Existing Customer
100,Existing Customer
91,Existing Customer
95,Existing Customer
122,Existing Customer
100,Existing Customer
122,Existing Customer
68,Attrited Customer
90,Existing Customer
107,Existing Customer
94,Existing Customer
67,Attrited Customer
105,Existing Customer
116,Existing Customer
103,Existing Customer
84,Attrited Customer
106,Existing Customer
102,Existing Customer
106,Existing Customer
65,Attrited Customer
58,Attrited Customer
113,Existing Customer
116,Existing Customer
119,Existing Customer
121,Existing Customer
85,Existing Customer
81,Attrited Customer
111,Existing Customer
124,Existing Customer
120,Existing Customer
117,Existing Customer
110,Existing Customer
124,Existing Customer
96,Existing Customer
95,Existing Customer
91,Existing Customer
99,Existing Customer
79,Attrited Customer
105,Existing Customer
94,Existing Customer
104,Existing Customer
115,Existing Customer
91,Existing Customer
121,Existing Customer
119,Existing Customer
108,Existing Customer
92,Existing Customer
60,Attrited Customer
94,Existing Customer
117,Existing Customer
116,Existing Customer
64,Attrited Customer
106,Existing Customer
121,Existing Customer
75,Attrited Customer
117,Existing Customer
63,Attrited Customer
68,Attrited Customer
84,Attrited Customer
105,Existing Customer
111,Existing Customer
64,Attrited Customer
107,Existing Customer
67,Attrited Customer
130,Existing Customer
106,Existing Customer
115,Existing Customer
57,Attrited Customer
120,Existing Customer
117,Existing Customer
117,Existing Customer
113,Existing Customer
104,Existing Customer
120,Existing Customer
78,Attrited Customer
116,Existing Customer
51,Attrited Customer
103,Existing Customer
120,Existing Customer
124,Existing Customer
128,Existing Customer
68,Attrited Customer
118,Existing Customer
104,Existing Customer
126,Existing Customer
112,Existing Customer
77,Attrited Customer
105,Existing Customer
83,Existing Customer
93,Existing Customer
87,Attrited Customer
102,Existing Customer
110,Existing Customer
104,Existing Customer
64,Attrited Customer
110,Existing Customer
109,Existing Customer
99,Existing Customer
82,Attrited Customer
126,Existing Customer
124,Existing Customer
99,Existing Customer
108,Existing Customer
124,Existing Customer
85,Attrited Customer
109,Existing Customer
76,Attrited Customer
114,Existing Customer
70,Attrited Customer
111,Existing Customer
60,Attrited Customer
56,Attrited Customer
102,Existing Customer
124,Existing Customer
94,Existing Customer
113,Existing Customer
125,Existing Customer
106,Existing Customer
120,Existing Customer
116,Existing Customer
112,Existing Customer
68,Attrited Customer
119,Existing Customer
126,Existing Customer
105,Existing Customer
94,Existing Customer
95,Existing Customer
115,Existing Customer
124,Existing Customer
64,Attrited Customer
58,Attrited Customer
117,Existing Customer
68,Attrited Customer
69,Attrited Customer
70,Attrited Customer
116,Existing Customer
74,Attrited Customer
75,Attrited Customer
102,Existing Customer
116,Existing Customer
120,Existing Customer
117,Existing Customer
130,Existing Customer
114,Existing Customer
102,Existing Customer
121,Existing Customer
58,Attrited Customer
87,Attrited Customer
105,Existing Customer
115,Existing Customer
104,Existing Customer
116,Existing Customer
120,Existing Customer
124,Existing Customer
96,Existing Customer
111,Existing Customer
124,Existing Customer
107,Existing Customer
99,Existing Customer
117,Existing Customer
100,Existing Customer
131,Existing Customer
122,Existing Customer
122,Existing Customer
105,Existing Customer
118,Existing Customer
119,Existing Customer
115,Existing Customer
104,Existing Customer
70,Attrited Customer
88,Existing Customer
123,Existing Customer
77,Attrited Customer
93,Existing Customer
66,Attrited Customer
123,Existing Customer
79,Attrited Customer
66,Attrited Customer
111,Existing Customer
108,Existing Customer
119,Existing Customer
73,Attrited Customer
85,Attrited Customer
96,Existing Customer
109,Existing Customer
112,Existing Customer
111,Existing Customer
114,Existing Customer
120,Existing Customer
117,Existing Customer
60,Attrited Customer
61,Attrited Customer
